报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),8836,10659,10583,18994,21569,24218,16765,16802,18821,19191,21439,23505,29760,65006,69995,85292,84995,84985,97635,138101,10311,11673,38655,32331,14003,16861,28985,31470,33910,35405,34925,35385,34889,34753,41750,25070,27800,33552,28216,30314,30397,32044,31197,31765,48110,44313,47349,56505,41310,49468,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2067,1600,1927,2420,4299,1208,612,612,842,836,833,652,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
应收票据(万元),40,--,104,110,584,--,162,20,--,140,85,90,217,--,50,30,--,--,--,--,13,0,--,47,123,92,11,26,11,11,28,77,119,146,1065,1058,820,769,1448,941,499,741,773,1043,656,1016,274,796,964,1983,
应收账款(万元),2780,4434,10676,4816,4178,4765,2190,2242,2922,2453,2436,1763,35323,1185,1076,812,989,1370,1363,1590,1944,1609,2197,1502,4414,3453,8458,8402,7785,7145,13895,13642,14959,15208,13533,13393,15442,16113,14154,12908,13442,14325,23492,18826,19415,18846,21119,22068,23278,25755,
预付款项(万元),25436,24585,134214,116654,188547,188632,190565,190699,190669,190323,191365,191071,153964,151723,132531,119953,118521,118433,91398,56219,42927,42425,9740,9841,13460,13298,21434,21918,21760,21577,21976,21498,20502,19799,19660,25817,22539,22358,10787,10373,9086,8709,8639,13059,12578,12042,7523,6249,28044,25390,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,226,--,--,--,359,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,
