报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),378727,436777,466882,12298,25288,29611,42138,41524,59242,100113,71384,89174,29149,35132,34997,37762,19641,33570,51225,63806,66696,74065,79408,91592,104668,8040,9090,18332,6169,1385,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13932,14572,9932,25621,15690,21921,14370,13207,19675,12956,12275,6579,15582,22451,14822,8330,8817,7415,11505,14138,13359,13841,6417,1125,1993,3987,2398,308,500,--,
应收账款(万元),97520,105363,132597,134480,102265,107924,111170,126003,116730,133846,136664,135086,129214,124707,128640,128172,107216,114376,97316,80661,64179,69505,84620,44058,26691,32726,16087,17154,10060,3162,
预付款项(万元),72161,46547,54060,30773,34176,25178,23998,21620,21628,18608,20664,34845,13386,6604,7864,7098,8072,8108,9441,14848,11262,7496,19249,15792,12678,7249,12091,9299,8933,4647,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),959,292,--,--,--,--,--,--,--,--,--,--,397,279,719,607,352,366,10,122,1804,1347,981,673,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3202,3209,4509,4247,4421,3202,3132,2852,7250,7374,3705,1669,872,721,1277,2172,2366,2076,3331,2792,2690,2219,2721,1847,1684,3253,2580,219,6011,6228,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),61416,47818,35211,35837,43013,27703,34115,31644,31828,28920,39219,33856,24748,26601,37288,36159,44664,30453,28752,26732,32850,26974,42922,31627,43540,32296,43424,38515,36172,17881,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),8331,8852,6650,5869,5269,5136,2709,1495,753,279,--,--,--,--,120,750,17491,16505,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),636247,663430,709840,249124,230122,220675,231632,238347,257106,302096,283911,301209,213348,216494,225727,221051,208619,212870,201580,203099,192841,195447,236318,186715,191253,87551,85669,83827,67845,33303,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3900,3900,--,--,--,--,--,--,--,--,8228,8228,8228,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,127502,--,78979,--,77028,--,66446,--,58976,--,59007,--,43671,--,41466,--,31944,--,28102,--,26809,--,22848,--,15713,13052,11856,--,--,
累计折旧(万元),--,22391,--,19308,--,16932,--,14652,--,12805,--,12412,--,9651,--,8112,--,6835,--,5744,--,4672,--,2585,--,1906,1638,941,--,--,
固定资产净值(万元),--,105111,--,59670,--,60096,--,51794,--,46171,--,46596,--,34019,--,33353,--,25108,--,22358,--,22137,--,20263,--,13806,11414,10916,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),114002,105111,102566,59670,58618,60096,52079,51794,45771,46171,46786,46596,47080,34019,33730,33353,31674,25108,23231,22358,21965,22137,21063,20263,13791,13806,11414,10916,6234,3653,
在建工程(万元),45552,50483,39926,78592,77293,73273,69734,68469,54250,48571,35077,28586,21393,7835,6573,4872,3693,3017,2034,2023,2468,2089,516,74,3741,3670,211,--,310,--,
