报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),64516,80714,43949,53682,55287,69468,52431,15356,22931,40052,17052,24596,25131,58379,49997,49827,52772,54752,56357,60707,65543,68929,55018,56425,60222,66671,64479,68024,70142,73612,71022,73010,75987,77457,72772,73200,4645,9607,7613,3309,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),229,562,340,51,--,5,--,--,--,292,17,14,--,--,139,0,170,228,0,24,44,30,26,--,102,102,--,--,59,158,21,21,60,60,--,0,--,0,0,0,
应收账款(万元),109400,106728,104709,104679,96903,102470,74075,77845,67267,68274,62330,57443,51961,48841,45762,42907,37005,36445,32630,26725,20770,20628,22031,19746,14850,15381,11217,9616,7977,7439,5005,4308,3340,3657,2225,2010,724,796,499,583,
预付款项(万元),420,523,5675,5659,6162,5044,3214,1487,1940,2624,1465,2762,151,158,636,639,1035,824,167,227,9,390,40,5,22,134,78,122,77,194,--,--,--,--,274,264,3156,1414,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,120,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),--,12260,20198,20996,20228,15102,22461,19369,20049,11089,16678,14166,9417,6843,9001,8040,5329,5848,6677,5782,4972,4891,3942,2847,4204,3674,1674,1199,1190,928,1078,651,850,654,771,557,879,415,495,388,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),19877,13359,35623,29994,27643,18573,26128,22796,22552,16863,19011,20103,7195,4717,8289,8435,8859,4675,6285,6172,7859,4109,8883,7896,6045,5138,2732,2316,1429,186,1643,1437,923,259,835,812,679,147,240,233,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),3131,3995,3197,3457,4547,4632,4982,5051,5137,5240,3484,3790,3487,3753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),775,769,206,600,537,555,1405,1518,1714,1201,1,67,--,1230,5176,5072,5763,6843,--,1061,0,324,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),213428,218909,213897,219118,211306,215849,184696,143421,141589,145635,120038,122940,97342,123922,119001,114920,111053,109915,102117,100698,99196,99301,89939,86918,85444,91100,80181,81276,80875,82518,78769,79428,81160,82087,76877,76843,10084,12379,8846,4513,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),4302,4302,4302,4302,4302,4302,4302,1502,1502,1502,302,302,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
