报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),14245,88802,28837,11499,15977,16462,33811,12221,17390,29684,49575,19578,32180,38164,61603,--,16375,17688,14650,13380,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,11371,--,--,--,132,8073,6494,6992,8574,294,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,0,--,--,--,50,50,183,150,--,20,--,--,--,--,--,--,--,--,
应收账款(万元),28736,27197,27867,26854,25633,24044,20814,18174,16251,12775,15087,16259,15804,10495,10270,--,8983,11404,9731,6710,
预付款项(万元),2337,1460,1260,4196,724,3097,866,4225,5307,4177,3720,1075,1966,2394,423,--,522,500,744,504,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,0,--,25,40,4,0,10,41,60,525,459,437,352,--,221,46,75,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4225,3996,4921,5681,3527,4314,3704,3831,4134,3577,2831,3245,2344,2104,1517,--,2139,2366,2488,690,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),38970,37089,29171,34863,31002,22578,23244,26703,23607,24080,19650,20081,18730,19494,16846,--,12138,10974,7611,5785,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),53580,11858,16077,31579,28544,27500,18602,18799,21912,18854,2062,27543,18584,15850,67,--,2035,2550,36,--,
流动资产合计(万元),142094,170403,128652,114671,105432,98035,101228,92075,95288,100330,101558,88621,90067,88937,91078,47373,42413,45527,35335,27069,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),35534,20871,20705,15,15,31,31,31,46,46,46,45,45,44,44,--,43,--,--,--,
长期股权投资(万元),18478,10545,8920,8963,8988,565,15,16,17,18,18,16,16,17,18,--,19,20,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3053,3080,3107,3283,3307,3332,3356,3381,3406,3430,3455,3479,3504,3529,3553,--,3577,--,--,--,
固定资产原值(万元),19905,--,19175,--,14265,--,13798,--,10298,--,10039,--,9679,--,9239,--,8967,1618,1266,985,
累计折旧(万元),3650,--,3035,--,2656,--,2203,--,1849,--,1522,--,1303,--,1150,--,915,765,606,592,
固定资产净值(万元),16254,--,16140,--,11609,--,11595,--,8449,--,8517,--,8376,--,8089,--,8052,853,659,393,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),16254,16025,16140,11429,11609,11435,11595,8514,8449,8451,8517,8579,8376,8289,8089,--,8052,853,659,393,
在建工程(万元),366,509,441,1102,1038,1145,892,602,492,357,295,93,45,37,25,--,110,6747,4190,1936,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10232,10913,11302,10556,10083,10121,9737,5570,5864,5183,5354,4249,4435,4463,4250,--,4280,4020,3402,2529,
开发支出(万元),5002,3728,2980,3042,3421,2394,1892,4608,3429,3165,2619,2208,1681,1229,1387,--,876,850,739,488,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),158,19,21,49,30,35,42,178,47,54,56,64,75,72,74,--,94,147,233,83,
