报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),12104,9131,9250,8490,15805,22822,11090,19223,17990,17617,21860,23381,24011,23368,22450,25853,24802,27260,32342,26103,12626,--,13520,10806,12296,6822,6479,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),376,352,182,24,25,25,22,23,23,23,25,36,45,37,49,43,34,28,48,25,29,--,27,25,22,30,44,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),490,2022,2397,1085,515,599,1800,815,62,50,20,--,--,76,50,--,0,0,60,--,10,--,100,20,203,321,180,
应收账款(万元),16883,14537,13991,13906,13862,14320,14485,14154,13704,10596,11273,9936,10367,11277,11619,11598,15163,13630,9065,9627,10093,--,7834,8821,8737,8509,7071,
预付款项(万元),1424,2118,2974,3754,113,207,107,46,31,240,54,105,36,98,80,57,74,1315,2255,781,370,--,413,1852,528,2775,1548,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),39,--,14,25,32,54,19,12,5,23,78,54,33,84,86,11,65,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,990,822,1290,757,1039,844,729,1025,573,825,1106,703,287,432,409,1839,1483,1153,720,1004,--,1394,1309,1288,727,1594,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),17670,18834,17554,16127,16136,13050,13899,10708,11716,13107,12002,11008,10826,12570,12870,12633,12012,11060,8684,7939,8277,--,8226,7172,8433,8375,5573,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),77,80,1139,4479,2415,2632,5052,2167,3115,5176,1257,1349,3044,623,1012,849,1122,1001,6528,20022,517,--,830,2364,226,720,144,
流动资产合计(万元),50962,48064,48324,49180,49660,54749,47317,47877,47672,47407,47394,46974,49066,48420,48707,51452,55111,55775,60135,65215,32927,--,32343,32367,31734,28278,22633,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),9985,9985,8200,3000,3000,0,1,1,1,1,1,1,1,1,1,1,1,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),910,903,903,900,900,--,--,--,--,--,--,--,--,--,--,--,0,1,1,1,1,--,1,1,1,1,655,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),211,214,218,221,225,228,231,235,238,242,245,248,252,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
