报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),125466,40887,36328,39587,19587,30013,8913,9710,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1,830,946,1300,1500,22,10,380,
应收账款(万元),78079,65900,55307,47990,61238,60276,37881,29451,
预付款项(万元),8042,9498,7168,8673,10432,12641,14635,6969,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),4493,4673,5712,4592,5025,5138,8753,2990,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),26011,27220,21791,35200,40157,32209,13460,8610,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),2633,1838,2009,--,--,--,--,--,
流动资产合计(万元),244724,150846,129261,137343,137940,140300,83651,58109,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),797,816,853,928,965,1002,1077,1152,
固定资产原值(万元),--,--,130890,116969,--,96336,--,--,
累计折旧(万元),--,--,32643,26169,--,18023,--,--,
固定资产净值(万元),--,--,98247,90800,--,78313,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),120008,106678,98247,90800,77468,78313,41320,52769,
在建工程(万元),15937,20468,15975,1691,10937,7290,21048,226,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),5826,5866,5944,6086,6159,6231,6283,6410,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),12912,10912,11146,14487,16956,20129,14586,12971,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),6,6,6,18,212,214,211,153,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),155486,144744,132171,114009,112697,113180,84526,73680,
资产总计(万元),400210,295591,261432,251352,250637,253479,168176,131789,
短期借款(万元),22700,21824,12900,13200,20500,32611,32785,31895,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),12267,13238,9830,3342,3152,7199,4674,4546,
应付账款(万元),54938,48291,48131,56531,54500,49100,28505,32784,
预收账款(万元),1071,2018,4016,20204,20154,24361,375,2328,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),8485,6262,4058,7124,6250,6182,2780,3453,
应交税费(万元),9774,9213,7679,3965,4932,814,1211,2191,
应付利息(万元),286,283,159,212,263,304,110,23,
应付股利(万元),--,--,2329,4229,4229,5334,1817,2458,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),5226,5707,4948,7204,7047,4448,4151,3215,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),12242,12238,10460,9177,8436,8173,3635,1752,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),126987,119074,104508,125188,129462,138527,80041,84646,
长期借款(万元),10977,11087,9397,12417,11087,10440,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),12374,14121,17570,23444,26075,29615,14189,430,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,4421,--,--,
长期递延收益(万元),1185,1075,--,--,--,--,--,--,
递延所得税负债(万元),1447,1323,1003,709,705,561,233,--,
其他非流动负债(万元),--,--,1101,1153,317,343,445,355,
非流动负债合计(万元),25983,27605,29070,37722,38184,45380,14867,786,
负债合计(万元),152970,146679,133578,162910,167646,183907,94908,85431,
实收资本(或股本)(万元),40000,36000,36000,36000,36000,36000,22500,11354,
资本公积(万元),102863,21229,21229,21229,21229,21215,31444,19029,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),38,--,--,--,--,--,--,--,
盈余公积(万元),7899,7899,7899,4143,37,37,8,1352,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),96457,83800,62742,27086,25741,12336,19278,14592,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),247240,148912,127854,88442,82991,69572,73215,46311,
少数股东权益(万元),--,--,--,--,--,--,54,47,
所有者权益(或股东权益)合计(万元),247240,148912,127854,88442,82991,69572,73269,46358,
负债和所有者权益(或股东权益)总计(万元),400210,295591,261432,251352,250637,253479,168176,131789,		
  
