报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),58249,31714,22622,23794,24618,57142,58315,41538,48941,48528,40520,50828,42825,23633,17166,16837,17169,16916,25807,21804,15033,16392,20814,34072,25613,14350,17744,16466,36735,50195,61871,79344,87093,10252,6215,9897,7190,2457,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,16,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),1706,621,1638,1914,2796,3746,5215,1164,3359,974,1758,2003,2247,288,308,1493,2994,919,1811,373,3031,1516,1676,1218,2540,663,720,456,3053,206,986,2079,1397,0,140,933,230,0,
应收账款(万元),16515,14723,24995,22394,21298,31660,39170,32211,23808,28327,28809,27354,22683,19008,23762,24855,20242,25587,28356,33783,32913,27320,28844,24279,24412,23747,18319,18656,18316,23014,19390,13390,10062,13958,11373,7637,7978,7227,
预付款项(万元),5050,15965,17634,19598,6823,14889,6030,14894,9227,16823,14963,10659,6299,10036,12845,6981,6020,11454,10358,8290,6249,9604,8543,4853,5588,13661,7108,4198,6787,8886,11511,6381,4019,2051,764,1608,785,1532,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,512,318,18,18,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
