报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),28929,30706,43489,30776,5542,8924,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),120,--,325,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),93479,123347,70199,43048,30072,19068,
应收账款(万元),104875,96208,121978,70191,61444,39359,
预付款项(万元),1047,520,1957,180,310,262,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),91,153,205,142,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1376,1667,1111,735,668,298,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),103443,93794,119631,98960,55597,37074,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),13743,5998,2205,3308,10680,719,
流动资产合计(万元),347102,352394,361100,247339,164313,105704,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1984,1984,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),1168,1749,559,782,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),91441,91506,84832,61808,52696,--,
累计折旧(万元),38508,37740,34764,29627,26738,--,
固定资产净值(万元),52933,53766,50068,32180,25959,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),52933,53766,50068,32180,25959,20331,
在建工程(万元),3658,3452,2409,5089,729,1710,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),14820,14442,13691,5512,5327,4787,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),10741,10426,10188,8436,9629,9371,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),8145,7629,6819,3796,3470,2221,
其他非流动资产(万元),2236,2677,3459,5593,1270,2249,
非流动资产合计(万元),95686,96127,87194,61388,46383,40669,
资产总计(万元),442788,448521,448294,308728,210696,146373,
短期借款(万元),79687,99746,75485,68998,36982,25260,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),519,205,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),31779,41423,41301,8591,7037,4530,
应付账款(万元),104491,95112,143977,112953,77208,44926,
预收账款(万元),497,554,826,697,1914,610,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),16642,13729,16796,9885,7028,4180,
应交税费(万元),7240,8536,7094,2740,2844,1048,
应付利息(万元),507,670,279,408,239,46,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),4163,4677,5643,3983,7618,8803,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),353,360,299,302,74,657,
流动负债合计(万元),245877,265013,291700,208556,140945,90059,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),36229,34003,28470,13046,10833,7618,
长期递延收益(万元),1085,1046,504,609,142,216,
递延所得税负债(万元),30,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),37344,35048,28974,13655,10974,7834,
负债合计(万元),283221,300062,320674,222212,151919,97893,
实收资本(或股本)(万元),45000,45000,45000,45000,9380,9380,
资本公积(万元),19826,19826,19826,19826,6864,6864,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),8192,8192,8192,2343,4690,4690,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),87035,75917,55164,19985,38333,27781,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),160073,148974,128151,87051,59182,48697,
少数股东权益(万元),-507,-515,-531,-535,-405,-216,
所有者权益(或股东权益)合计(万元),159566,148459,127620,86516,58777,48480,
负债和所有者权益(或股东权益)总计(万元),442788,448521,448294,308728,210696,146373,		
  
