报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,
货币资金(万元),1595127,1872761,1922970,1784996,1745227,1526840,1387756,2925044,2738322,3219796,3416342,3804700,2146161,2648184,2707398,2480651,1913291,2102101,2494885,1903760,2303525,2492345,3025215,2720432,3504437,3534682,3873005,2770624,2848958,3004074,3052568,3694592,3507837,3728600,3847761,4013786,4016299,3738950,3769397,3946435,3782504,1074025,1403447,1838809,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,--,--,112,1,--,--,4,322,0,--,45,0,0,30000,60215,79000,110566,203757,97683,801,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收票据(万元),853357,899664,823246,771859,722190,679897,490431,402485,369281,358911,428099,435970,431345,523747,497540,427740,486776,462676,602597,390641,345197,321891,224760,183489,200987,242331,263628,307596,264125,243143,191721,197983,187275,170884,166119,167248,107629,112387,76535,76041,91532,94554,59388,35852,
应收账款(万元),776028,651697,785850,794003,842659,765890,952121,902940,1122127,967983,1067756,1054737,1162163,822202,999862,1024023,1194459,826872,941277,948922,956913,817484,910430,872051,689703,537945,484012,579651,674301,457415,591827,592725,604027,325469,466808,449024,478670,445849,555044,576318,468524,342680,391874,239339,
预付款项(万元),200143,133226,230643,150000,142183,126443,141556,131756,136800,125902,192035,195691,192500,140922,235022,195055,265128,216626,346089,264554,346637,281020,405018,297822,229247,210355,402891,253902,293576,209591,434159,254906,241036,151750,237205,190010,145402,142089,259691,190982,180831,190063,143072,126504,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收利息(万元),10571,9639,5340,5400,6163,7470,3516,13669,18779,25581,21058,14265,10040,13101,8649,11828,8105,24768,23776,19614,17781,23298,20929,13053,16082,31637,26575,16433,8482,4660,6077,13200,3930,34372,23208,17019,2997,132944,91358,50182,9177,23096,17751,0,
应收股利(万元),26611,26765,9009,10274,14324,8597,716,16187,3150,4018,1177,2078,3593,2949,4401,6616,3439,2819,2119,4545,2810,2809,437,5586,1625,2861,2551,2685,2663,3290,2690,2504,2408,2182,2254,2254,1217,1375,2324,2297,433,433,97,608,
其他应收款(万元),189834,177578,244850,258959,285999,361613,334172,331108,608152,605805,320981,304053,344203,322433,331380,354386,342639,333077,348495,321446,328765,311328,358628,308493,308506,258306,276789,189545,512553,316116,310510,211120,297845,173081,146693,126604,80960,81254,108227,64152,66026,48314,60001,49201,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
存货(万元),773011,744725,736101,693771,712924,739090,682614,657764,681320,682505,798401,783473,974299,862247,944221,868856,805992,680649,743791,731603,725133,669717,743562,766303,783060,731872,708676,672242,633884,621507,603072,582295,545590,497833,471113,466458,450858,417051,518510,437777,375711,343156,293581,248189,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10200,10200,10200,10200,--,12489,12485,42489,52489,52489,10200,10200,10200,10200,1570,1570,3139,3139,0,0,0,--,0,0,0,0,0,0,
其他流动资产(万元),404507,371044,280089,237354,212029,238294,364561,318380,179945,211358,170461,203782,323186,242309,231426,200059,117743,112994,61574,58214,5104,5753,6147,9432,6588,8672,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
流动资产合计(万元),4829189,4887097,5038097,4706615,4683698,4454134,4357444,5699333,5857876,6201858,6416309,6798749,5587489,5578094,5959898,5569214,5147771,4772782,5574803,4653498,5031866,4938135,5707618,5219150,5792725,5611150,6048437,4802878,5248742,4869997,5194196,5551216,5393087,5087309,5361207,5432403,5284032,5101899,5441300,5423184,5085304,2320079,2466892,2539303,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,
