报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),662202,698271,854826,854098,507147,515852,477212,523680,432489,427846,379711,610857,318243,287723,240801,358748,200716,269840,194765,320181,129542,177049,151833,239993,119876,149664,168654,214822,106479,126670,99257,117623,149503,157805,137756,113155,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),114,--,--,--,179,248,534,703,--,--,--,--,--,--,--,--,--,--,--,399,369,762,799,804,945,--,--,--,800,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),97306,151908,153320,167170,135499,170146,168219,218251,210053,279946,230938,63187,132887,131601,125799,100902,115292,139482,95264,112194,156244,150488,100763,113587,131872,128947,94785,82642,61870,120169,41156,39879,23695,14767,6814,4202,
应收账款(万元),2282955,1975106,2060657,1410631,1681813,1459389,1449295,907602,1199466,1124434,1236065,779809,1019851,898799,868024,510022,750760,616470,593975,275302,515716,426432,421882,167974,369918,306013,330310,92688,291784,167125,220266,55578,104751,35951,22033,24880,
预付款项(万元),368949,280498,268651,258263,196507,178585,164447,221353,219100,153121,211168,212104,167797,143909,154714,183486,142296,170537,197575,181485,115115,116063,129733,148931,92397,99124,107570,129564,70856,68674,77340,69571,54178,81172,57029,37004,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,--,483,20,--,--,--,--,618,--,--,--,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,0,--,219,--,
其他应收款(万元),412451,385188,345427,424369,392594,360932,323781,327494,290384,282859,263956,244778,260072,248423,223529,203158,212148,176881,176189,131833,137574,109085,95838,104433,117954,87395,69835,75248,46130,36043,33578,51545,19504,26670,32104,29088,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
存货(万元),1309246,1352275,1436525,1218228,1070148,1052263,1024785,1015220,785741,839957,802247,811414,669358,616547,627619,631084,487716,468539,449634,493394,383234,368838,376974,413676,332026,333912,333585,381723,284521,291990,291529,312005,226423,263134,208028,156083,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),769,761,1085,1085,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),17674,14702,14630,12982,11309,10337,2472,2071,729,1191,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,2946,
