报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),49377,43999,31150,26967,38692,34137,36290,44712,39181,30570,52847,61096,49684,51028,37883,50123,32041,36863,35783,35857,33899,21008,32167,29412,27020,21486,15947,25273,16722,12215,20627,23975,31926,29619,37148,44811,54120,53118,40623,52863,11547,16024,22632,17026,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
交易性金融资产(万元),--,227,78,45,40,48,501,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收票据(万元),12446,5690,8829,11504,13082,18356,19953,37186,29783,31107,16834,10104,891,13607,22200,24522,21924,34240,32720,12230,11065,21132,34016,34022,39119,29131,28301,25372,28237,25049,20173,6919,10647,18499,19932,14785,10888,14567,9772,7520,8664,5721,2398,1420,
应收账款(万元),10771,17875,15129,19110,20464,22187,17903,23514,31309,20434,23011,31158,28990,20720,18642,24659,25477,20759,15918,21461,18557,19905,14192,16033,13442,17016,14117,12588,17732,19755,12833,11542,14051,13039,8822,13709,10723,9759,8604,9878,6116,7527,8623,9197,
预付款项(万元),9254,12426,15023,12769,11208,10238,13455,12465,12589,17543,12738,44751,50232,43547,34519,49908,46362,47549,42896,46885,33097,34273,20176,43819,31229,36355,37864,44969,38138,37375,30358,41469,17803,18294,17275,14049,12035,8437,6413,15441,9250,9396,5849,5949,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,40,21,108,81,225,75,113,113,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,216,--,--,--,144,--,--,180,180,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
其他应收款(万元),10539,11226,11023,10469,11397,10910,11432,10356,10197,10275,9939,1234,25853,684,1034,1060,888,566,555,731,379,307,493,674,282,310,265,2894,2834,3029,2592,1540,1410,243,230,497,444,307,406,223,302,182,1048,991,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
存货(万元),55919,61621,49152,49585,46094,53545,47205,46231,49153,61419,50380,45005,48947,58483,51576,45999,42813,46085,43140,34868,45810,40867,45458,51000,56393,50732,48653,43002,43280,36043,27798,24980,27355,26482,21682,23392,27638,23407,35922,29331,31567,16312,12758,13533,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
其他流动资产(万元),8804,7446,10716,4051,4292,2918,11568,3439,3508,5375,7056,5522,6606,7582,7183,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,145,284,--,0,--,
流动资产合计(万元),157109,160511,141100,134500,145268,152338,158308,177903,175721,176722,172805,198870,211203,195652,173037,196270,169505,186277,171011,152032,142807,137637,146501,174961,167664,155211,145148,154096,146944,133467,114382,110465,103213,106283,105170,111468,115923,109710,101852,115401,67730,55163,53309,48116,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
可供出售金融资产(万元),31259,37722,35912,36593,33388,41051,48719,53866,66574,67844,47016,82222,97643,93517,57463,45475,33705,32199,31416,34277,32169,26611,20693,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
长期股权投资(万元),9183,9048,7407,6943,6845,6851,4641,2965,3011,3764,3016,3000,2905,24759,24989,25186,32981,33268,33266,33200,22228,22325,22355,18000,18186,18262,18175,4123,4229,2692,2565,2704,2652,2639,1647,1599,1552,1509,1509,1494,1486,1152,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
固定资产原值(万元),565209,--,560634,--,551479,--,541407,--,537783,--,529877,--,511415,--,349146,--,328441,--,324146,--,289172,--,288384,--,279539,--,277781,--,265640,--,260301,--,245993,0,242576,--,222691,--,220356,--,--,--,--,--,
累计折旧(万元),253983,--,239057,--,226429,--,212149,--,197548,--,183055,--,169244,--,159641,--,151268,--,142706,--,133731,--,122417,--,111441,--,100469,--,90274,--,79664,--,69624,0,59062,--,50229,--,41358,--,--,--,--,--,
固定资产净值(万元),311226,--,321577,--,325049,--,329258,--,340235,--,346822,--,342172,--,189505,--,177173,--,181440,--,155442,--,165967,--,168098,--,177312,--,175366,--,180638,--,176369,0,183514,--,172462,--,178998,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,
固定资产(万元),311226,315593,321577,319938,325049,323973,329258,335952,340235,340794,346822,336321,342172,186641,189505,177539,177173,177317,181440,150524,155442,161103,165967,164364,168098,172397,177312,171149,175366,179590,180638,174034,176369,179398,183514,168771,172462,173307,178998,183358,178834,186181,106349,83909,
在建工程(万元),121010,114330,91242,76596,61031,58358,48973,39062,35014,35791,31349,27970,25148,175863,158692,143039,120547,99197,77543,88665,66427,49095,35500,30140,26991,24528,22164,22281,20414,18798,22251,29508,27224,21827,21432,32253,28179,28353,22559,16594,20126,5821,76395,33036,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,153,0,0,--,0,--,--,--,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,-5,--,--,--,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
无形资产(万元),17046,17678,17847,15239,14777,14896,15015,15152,15243,14422,14536,14641,14722,14833,14944,14506,14515,14469,14565,11508,11561,11603,11666,11734,11803,11872,11941,12011,12079,12147,12215,12997,13069,13141,13213,13284,13356,13428,13500,13572,13644,13787,14075,8628,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,307,307,307,307,307,307,0,0,--,0,--,--,--,--,--,0,--,
长期待摊费用(万元),66,129,195,265,341,546,752,764,568,706,845,984,1122,1261,1400,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
递延所得税资产(万元),8447,8746,8717,9324,8504,8681,8457,8710,9022,9182,9071,9307,9344,10382,9217,7508,6167,5796,5239,7490,6807,5530,4908,2196,1560,1489,1587,1524,2532,3095,3316,3406,3491,3097,3441,286,301,278,283,288,288,298,440,559,
其他非流动资产(万元),3495,2575,2126,1876,1914,4836,1788,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
非流动资产合计(万元),501732,505821,485023,466775,451850,459192,457603,456472,469666,472504,452655,474446,493057,507257,456210,413253,385087,362246,343468,325663,294633,276268,261089,226434,226638,228548,231179,211395,214928,216630,221292,222956,223267,220102,223246,216194,215846,216876,216850,215306,214378,207239,197259,126133,
资产总计(万元),658841,666332,626123,601275,597117,611530,615911,634374,645387,649226,625461,673316,704259,702909,629247,609523,554592,548523,514479,477695,437441,413905,407590,401394,394302,383759,376327,365492,361871,350097,335674,333422,326479,326385,328416,327661,331769,326587,318701,330707,282108,262402,250568,174249,
短期借款(万元),208415,220615,209215,192773,197781,174490,169619,154445,159945,150545,149450,132950,230700,235230,230450,214310,211200,208020,194890,157500,176300,169850,170700,168149,160099,143499,123399,111700,108400,110000,103000,102000,102000,95900,87000,87000,87000,71000,69500,70000,62000,69000,50500,25500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
交易性金融负债(万元),441,--,--,312,124,--,62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,
应付票据(万元),27338,27156,22137,20700,16000,25500,28016,40828,31912,14519,20600,50300,33048,38206,37138,54380,41800,49100,40500,42000,27200,17382,18756,26668,33925,32159,36630,39113,42635,33892,38245,32749,34679,34642,32622,40352,33850,29440,11419,2479,6000,12000,29460,25520,
应付账款(万元),60110,64568,50945,43898,41689,48494,44253,53137,57973,65006,62410,59070,80026,79028,62362,57314,59057,52947,41686,28278,24065,21262,18396,35566,29933,24502,28228,22060,34305,35875,22903,27863,23526,23972,20752,16248,13683,15495,18296,22086,20837,17248,20582,8583,
预收账款(万元),18977,17254,18532,18981,14174,15781,22896,13325,9827,20950,12789,14837,14802,20439,20105,10693,8809,18374,20010,10497,16751,20143,20802,15606,17935,31030,30116,30556,20294,18107,15965,19302,6961,11419,20141,8546,9170,13551,7768,9268,14996,10943,6226,3415,
