报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),44219,40001,54173,42799,45960,44560,34131,32062,19580,23854,24684,32333,44810,21218,20899,12892,14169,10413,5942,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),35892,33071,24273,30444,28295,28507,21638,19644,22708,19734,15534,17990,18647,17180,16655,19023,13403,12546,15156,
预付款项(万元),9529,6417,2386,3379,2902,2575,1826,444,670,1177,753,1423,1572,888,158,236,267,495,334,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,9,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,
其他应收款(万元),1137,473,649,456,558,739,953,574,702,1906,774,763,1215,1432,2440,909,561,924,847,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8988,9931,8094,8478,6625,6691,5460,5763,5276,4734,3596,5219,4014,3202,2884,2370,2120,3500,4665,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12095,27068,25872,26543,14821,21915,27173,21410,20807,12154,11831,511,302,310,792,1363,2056,1524,785,
流动资产合计(万元),111861,116963,115446,112098,99160,104987,91181,79898,69743,63560,57172,58239,70560,44231,43828,36793,32627,29411,27736,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),302,307,312,318,323,328,333,338,343,348,354,359,364,369,374,385,395,415,437,
固定资产原值(万元),13494,--,12305,--,11992,--,11799,--,11817,--,7378,--,6341,4509,4496,4320,4281,2214,--,
累计折旧(万元),3811,--,3361,--,2977,--,2552,--,2245,--,1904,--,1618,1508,1401,1204,1046,742,--,
固定资产净值(万元),9684,--,8944,--,9016,--,9247,--,9572,--,5474,--,4723,3001,3096,3116,3236,1472,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),9684,8916,8944,9052,9016,9151,9247,9561,9572,5587,5474,4999,4723,3001,3096,3116,3236,1472,694,
在建工程(万元),58375,31460,45149,23924,13120,6404,28512,27510,20719,14917,30092,18097,13599,10814,9542,7093,32821,63814,65636,
工程物资(万元),420,100,176,680,604,329,336,350,523,344,392,937,1248,593,332,657,520,2165,2963,
固定资产清理(万元),--,--,--,--,--,--,--,2,0,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),246909,241349,210714,221817,224650,227815,196321,216834,219246,220543,197988,208108,210648,213321,215880,224153,193016,142595,96648,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),483,498,562,630,698,764,833,763,662,701,632,461,420,449,488,111,95,30,51,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),11764,11871,10813,10411,9707,9651,8998,9069,9099,8719,8455,8451,7947,7827,6798,6375,5463,4987,4394,
其他非流动资产(万元),1959,2897,1063,1966,2258,792,552,903,3230,2300,1794,3369,1713,970,670,406,670,2283,6786,
非流动资产合计(万元),329896,297400,277733,268797,260376,255233,245132,265332,263394,253460,245182,244779,240662,237344,237180,242297,236216,217761,177608,
资产总计(万元),441756,414363,393180,380895,359536,360220,336313,345230,333137,317020,302354,303018,311221,281575,281008,279089,268842,247172,205344,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,4000,6000,10000,11000,9500,8000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123,64,940,
应付账款(万元),28483,16522,20840,15622,14464,15964,14571,13453,15070,9611,10365,8565,7854,5656,8705,10344,13308,19378,14241,
预收账款(万元),60,81,95,102,73,81,133,124,112,77,5,42,25,103,179,153,121,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
