报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7154,24847,5579,12613,8431,1997,2422,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),57,122,424,18,354,--,215,
应收账款(万元),2352,2672,2311,1894,2208,1586,1164,
预付款项(万元),181,176,353,309,37,31,58,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),156,158,82,59,79,36,27,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),2955,2397,2316,2167,1814,1457,1536,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),26546,9211,6690,--,--,--,--,
流动资产合计(万元),39401,39583,17755,17060,12922,5107,5422,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,2043,2016,2016,1988,--,--,
累计折旧(万元),--,1128,1032,933,527,--,--,
固定资产净值(万元),--,915,984,1083,1461,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),851,915,984,1083,1461,1075,809,
在建工程(万元),--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
