报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),13186,7870,4745,1534,488,1063,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1584,861,8989,--,--,100,
应收账款(万元),29376,31449,18226,17289,9215,4717,
预付款项(万元),3309,3075,2869,2356,1225,1710,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1966,1720,3027,2798,1010,400,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),24431,21854,14454,13156,5706,5070,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),2973,2101,2802,1365,684,370,
流动资产合计(万元),76824,68929,55113,38498,18328,13430,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,40506,25061,21738,16016,--,
累计折旧(万元),--,8437,7278,5389,3792,--,
固定资产净值(万元),--,32068,17783,16349,12224,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),32789,32068,17783,16349,12224,10501,
在建工程(万元),2112,572,11262,--,1782,126,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),4472,4498,3706,2320,1682,1229,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),3,3,3,--,707,711,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),629,715,760,519,610,316,
其他非流动资产(万元),2985,1568,1632,931,233,73,
非流动资产合计(万元),42989,39424,35147,20119,17238,12956,
资产总计(万元),119813,108353,90260,58617,35566,26386,
短期借款(万元),26407,21143,17855,10523,12691,6700,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),8511,5062,--,--,290,439,
应付账款(万元),9115,10833,8225,4733,3468,3370,
预收账款(万元),529,522,2980,1045,519,70,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1762,1357,3377,1777,1204,1159,
应交税费(万元),979,1061,938,715,752,363,
应付利息(万元),102,65,93,118,197,25,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),14,14,26,2,507,6,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3385,3400,2553,1096,1157,400,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),50805,43457,36046,20008,20786,12532,
长期借款(万元),5000,5000,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),802,309,1530,369,536,320,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),325,329,336,352,60,60,
递延所得税负债(万元),1,2,4,8,12,16,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),6127,5640,1870,729,608,396,
负债合计(万元),56932,49096,37917,20738,21394,12928,
实收资本(或股本)(万元),9422,9422,9422,9422,6477,6477,
资本公积(万元),23209,23209,23209,23209,8034,4694,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2121,2121,2121,583,25,282,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),28129,24505,17591,4666,-363,1932,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),62881,59257,52343,37879,14172,13385,
少数股东权益(万元),--,--,--,--,--,73,
所有者权益(或股东权益)合计(万元),62881,59257,52343,37879,14172,13458,
负债和所有者权益(或股东权益)总计(万元),119813,108353,90260,58617,35566,26386,		
  
