报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),38033,32724,15796,23453,37691,46522,40972,51417,18138,20973,19529,13268,17640,32106,26350,23661,23803,24793,30141,35827,33783,36677,35085,36624,3483,3464,4001,3729,2639,1203,
结算备付金(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3302,4097,2558,3185,2898,2315,1795,1473,1546,1058,1371,1191,1290,1331,557,540,574,555,422,313,435,389,198,214,198,148,58,--,--,--,
应收账款(万元),53749,43024,56096,49095,40643,33489,39681,33852,31762,27046,29221,26635,23260,14220,14279,6098,4450,3595,3318,3585,3169,2125,2275,2521,2275,1497,1052,607,250,123,
预付款项(万元),3912,2638,2198,2286,1645,600,1861,1200,1342,1007,1988,2086,1749,534,2728,764,1171,386,314,372,391,357,128,185,247,342,145,107,206,42,
应收保费(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,69,--,--,--,--,--,--,--,--,--,--,34,21,--,1140,988,839,686,913,695,458,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),756,1058,1719,878,660,490,5643,1086,570,499,1428,1279,1119,281,368,284,184,1118,1147,1111,2604,82,99,88,101,73,158,105,12,24,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11996,11534,11130,10271,9204,8418,8315,7498,7484,6672,6322,5890,6078,4637,4666,1368,1465,1608,1625,1333,1168,1117,1067,1004,981,964,728,672,276,140,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,
其他流动资产(万元),10220,19058,19336,12518,78,3588,--,52,2900,1200,450,1800,500,1000,--,6500,7000,4450,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),122268,114502,108833,101685,92819,95421,98267,96578,63742,58454,60308,52149,51670,54130,48948,40356,39637,37345,37654,43454,42246,41205,38852,40637,7285,6490,6140,5220,3382,1530,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5367,5444,5470,5540,5609,5601,5377,5377,5580,5180,4080,3450,1800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4774,4301,4111,4223,3975,4014,3769,3576,1696,1600,--,--,1100,15567,15519,15125,14858,14630,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3040,3059,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,37724,--,40087,--,39149,--,36335,--,35051,--,21306,--,17763,--,5171,--,5153,--,4844,--,4618,--,4275,--,3889,3767,3566,--,--,
累计折旧(万元),--,11206,--,10222,--,9062,--,7965,--,6901,--,6083,--,4216,--,1325,--,1179,--,877,--,706,--,562,--,433,316,213,--,--,
固定资产净值(万元),--,26518,--,29865,--,30087,--,28371,--,28150,--,15223,--,13547,--,3846,--,3974,--,3967,--,3912,--,3713,--,3456,3450,3353,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),26346,26518,29940,29865,29685,30087,30324,28371,28386,28150,15241,15223,15461,13547,12556,3846,3897,3974,3958,3967,3974,3912,3887,3713,3596,3456,3450,3353,1620,133,
在建工程(万元),2143,2254,972,441,264,84,58,325,226,175,11346,9995,9539,7953,7538,4684,3365,3276,3035,212,125,144,--,--,--,10,--,--,25,--,
工程物资(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6403,6571,5686,5763,5909,6086,6194,6265,5994,6129,5591,5716,5741,3576,3640,1442,1440,1452,1449,1448,1458,1469,1480,1474,1483,1472,31,34,--,--,
开发支出(万元),3799,3454,4437,4207,3965,3683,2744,2599,2842,2693,2640,2210,2081,910,653,510,271,162,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),100765,100765,101235,101235,99995,61486,61486,61486,61486,61486,61581,63120,63120,34726,33849,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),813,853,809,833,912,923,991,1036,1131,1113,380,90,71,40,34,27,31,35,108,121,143,163,261,211,227,253,264,269,231,235,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1257,1196,1273,1233,940,915,811,1037,825,896,405,419,301,380,170,50,83,174,43,34,49,134,--,20,--,--,--,--,--,--,
其他非流动资产(万元),476,536,2327,2755,1481,13391,516,1794,1984,3698,2258,1505,245,433,52,28,46,50,4194,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),155182,154950,156259,156095,152736,126271,112271,111867,110152,111120,103522,101730,99460,77130,74011,25713,23991,23753,12786,5782,5749,5821,5627,5418,5307,5192,3745,3656,1875,368,
