报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),701262,748984,839399,660976,646825,688459,659583,606180,452457,413767,351567,40274,34530,49983,40197,43622,39022,35739,30751,31842,34000,28745,24793,27017,23208,29566,20589,18406,25287,28099,16280,22061,23941,21583,18900,14411,18577,20090,15077,29283,12992,13000,14008,18483,24490,10061,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,--,--,1,1,11,184,184,183,31,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,303,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,0,--,0,
应收票据(万元),20,15,56,779,712,654,160,540,600,31,109,--,--,--,--,23,34,52,31,54,--,30,10,--,--,--,--,15,20,25,--,0,--,0,0,0,5,5,--,0,--,579,--,50,298,276,
应收账款(万元),85787,139907,70900,61468,51732,86233,100069,129225,170309,155818,103617,49022,48087,40387,35604,38647,27477,8503,10596,10641,9045,9769,9344,9681,9608,8477,11837,11318,11665,8890,10677,11274,13088,8364,9226,9017,9588,6937,7741,13590,12440,13485,12130,14178,14689,10251,
预付款项(万元),147071,88560,106031,107938,105811,94462,132888,136704,151893,142540,164528,33834,25673,25926,29466,24051,14452,9979,9979,7800,7271,7333,10049,11852,11133,9577,11629,13826,11105,8532,8631,12709,12704,9596,15018,15508,12225,6141,9755,9569,11540,24171,26479,17084,12936,10539,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,--,0,--,0,0,0,
