报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),77274,76952,84716,103987,90139,85679,37718,52011,74956,149016,67726,60154,67552,121157,17573,11402,17679,34988,19910,14211,17445,28274,14919,13385,16568,33858,36037,42032,55270,98718,55057,70467,84090,97005,112946,16038,15044,10853,13217,13654,12447,32421,35182,28748,24651,23140,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
交易性金融资产(万元),--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,129,0,--,--,--,--,--,--,0,0,--,0,
衍生金融资产(万元),--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收票据(万元),2023,3000,1433,1573,1655,1237,998,345,165,740,1062,1089,2404,4622,1981,2524,3045,2145,180,358,3752,3942,2910,3579,3102,5876,3059,2654,4372,5716,3219,0,25,0,55,0,223,1035,2796,706,173,1026,208,200,30,0,
应收账款(万元),6338,5918,6893,6927,5731,4677,11034,12561,10754,9251,25625,28619,20308,19284,17165,12442,12110,10822,11420,6050,3809,5922,4842,5296,7525,7933,10428,7043,4990,4793,7015,6981,8240,11005,23028,17007,21189,14526,10308,13121,10270,10898,14916,15374,9380,8641,
预付款项(万元),4312,4291,4647,5522,3733,2526,9022,8470,6947,6905,13323,14044,11127,8765,9125,8402,7711,4903,7904,7178,5566,3770,8311,4281,4601,6388,23315,20482,17213,6423,9080,7583,6686,5717,3689,3414,2679,3022,4610,3512,3849,3720,3254,4079,3101,3346,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收利息(万元),--,0,--,--,0,178,121,64,6,1004,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收股利(万元),--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
其他应收款(万元),4281,4107,4062,4198,4393,4324,4360,3970,11977,12017,20329,19170,21974,21670,22019,26350,26556,26416,9277,7982,9076,11464,4180,4440,4149,3812,3979,4711,5152,5931,7099,5341,5901,5115,7226,8413,12484,8288,10725,10249,11216,9480,12402,10826,5246,6701,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
