报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),36328,51468,50911,47521,54365,61850,48219,53415,75056,59128,30404,35025,59285,65985,65287,16463,16112,26403,52674,61770,25748,18207,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),262,244,--,--,--,4,--,--,--,--,--,--,--,--,--,2,4,9,135,11,27,169,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),35652,37867,31199,29281,29887,27913,24358,31063,18647,42079,38982,33941,23067,32988,27705,33644,17051,21964,16822,24690,14839,17471,
应收账款(万元),192812,187412,154117,162949,154945,159607,166612,164419,159084,146680,162305,158679,150757,139698,145057,145410,141292,124986,99819,89233,67352,60075,
预付款项(万元),16917,13783,23098,20451,17148,19448,21465,18489,18689,16634,14515,13669,12334,10358,16496,14388,14044,12941,15477,18236,13662,13429,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,267,--,--,--,--,11,--,--,--,
应收股利(万元),3696,--,--,--,2541,--,157,783,3609,--,--,639,2366,--,--,1994,3987,--,--,--,--,--,
其他应收款(万元),7713,6007,7726,7296,6287,5275,8351,8537,8210,5516,9236,10760,7705,6007,8772,8188,7361,6921,6340,3302,5249,2366,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),59226,51049,90150,84377,71909,63248,70727,54470,54694,47115,47648,45193,43542,41751,50001,43488,48742,49483,41529,37975,32518,22891,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1268,865,646,1204,686,662,3196,2283,446,1114,252,509,300,305,332,275,705,762,--,--,--,--,
流动资产合计(万元),353873,348694,357847,353080,337768,338006,343083,333460,338436,318264,303342,298415,299357,297359,313651,263852,249298,243469,232806,235217,159398,134608,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),12852,13116,13039,13431,14408,13673,13078,11679,11991,13501,10789,14429,12277,11558,3719,--,--,--,--,--,--,3717,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),24416,26800,25552,24285,23164,25685,25206,24052,23416,26652,25855,24174,21650,25323,23294,24211,22315,25310,21295,19815,18910,5599,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),11222,11299,11399,11497,11592,11637,4610,4653,4696,4738,4820,4863,4906,4909,4988,5031,5074,5117,5475,5654,5827,5314,
固定资产原值(万元),--,90460,--,81854,--,81762,--,79121,--,78811,--,77609,--,77023,--,--,--,75273,59611,--,--,--,
