报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),30358,17155,13734,15072,34541,14849,14222,16716,18473,37026,23511,32777,41035,23908,15873,15592,25942,14274,18884,17145,23695,8612,20100,17879,24432,21236,32988,42560,45166,45922,52277,58756,67986,63501,67898,79111,9368,9198,6769,9771,1495,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
交易性金融资产(万元),172,190,261,319,312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收票据(万元),11600,17204,5784,4949,12992,11598,7070,3927,7583,3193,2101,2061,1423,1761,2792,1620,1272,818,869,1156,331,362,941,739,842,103,108,90,391,165,59,95,80,30,430,400,100,0,50,204,0,
应收账款(万元),153539,112147,117792,118965,125976,80816,93880,96738,95871,66954,66576,66479,67334,56443,52405,53822,57364,42988,44734,50312,50751,40915,39409,40165,36086,31589,27417,24543,26649,17428,16197,15482,12487,13391,10246,8709,8381,8736,6508,3993,6042,
预付款项(万元),9744,17303,26801,18711,14571,15310,15259,13356,13557,9961,19014,10502,8034,6058,10600,4266,5694,9502,6153,2951,1184,10049,3021,2553,1848,4266,6536,631,211,871,1912,966,477,1170,858,1070,176,337,192,663,174,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,14,24,94,279,95,--,--,--,--,--,--,--,--,14,39,3,--,--,14,561,522,441,480,755,593,426,197,862,620,414,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他应收款(万元),--,6272,5205,4399,4061,4669,3723,3755,2663,4512,4341,3916,2535,3337,3087,2746,2204,2784,2112,2054,1758,1912,1844,1971,1623,1517,1235,1170,1154,1069,797,640,387,780,565,676,623,370,395,318,183,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
存货(万元),86272,83440,78601,65368,53628,78029,79274,67124,59170,74950,72981,46102,41899,51189,38530,32299,27670,39760,36859,23788,19592,20471,15467,11547,10346,7559,5308,1856,213,3233,2896,1403,207,1022,1364,1019,238,66,1868,384,12,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他流动资产(万元),1340,542,1027,435,403,3518,7936,18200,26310,26735,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
流动资产合计(万元),298732,254253,249205,228218,246484,208804,221388,219909,223906,223426,188523,161836,162259,142695,123288,110346,120146,110125,109625,97445,97314,82320,80782,74868,75739,66792,74032,71329,74539,69280,74564,77539,82486,80514,81776,90984,18886,18707,15781,15333,7907,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
可供出售金融资产(万元),7293,7293,7105,6106,5506,3573,3573,3573,3573,3090,5090,5090,5090,3535,2000,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
长期股权投资(万元),7165,6880,6864,6880,7017,6597,6650,6545,6635,6435,6445,6237,6275,6021,5892,5953,6007,5922,7645,5748,5858,5492,5624,5579,5622,4072,3113,4784,4639,3461,2292,2983,244,--,772,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资性房地产(万元),13986,631,637,644,650,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
固定资产原值(万元),44109,--,47599,--,30429,--,26210,--,25621,--,24625,--,24024,--,18916,--,18477,--,15756,--,10784,--,10360,--,10093,--,10342,--,10079,--,9917,--,9613,--,8944,0,2887,2670,1887,0,0,
累计折旧(万元),7352,--,7015,--,6014,--,6119,--,5468,--,5716,--,5131,--,5047,--,4540,--,4020,--,3530,--,3228,--,2776,--,2798,--,2394,--,2078,--,1740,--,1305,0,1070,991,808,0,0,
固定资产净值(万元),36757,--,40584,--,24416,--,20091,--,20153,--,18908,--,18893,--,13870,--,13936,--,11735,--,7254,--,7132,--,7317,--,7544,--,7685,--,7839,--,7873,--,7639,0,1817,1679,1079,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
