报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19663,29591,9047,11571,8831,6154,6954,9105,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,120,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),145,18,341,298,14,--,124,30,
应收账款(万元),9897,10868,7970,7514,7422,8094,5525,3778,
预付款项(万元),97,1337,1028,1074,613,254,169,838,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1955,1263,1596,1001,657,470,617,593,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),3048,2571,2517,2436,1997,1115,891,547,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),7218,46,36,--,--,--,--,--,
流动资产合计(万元),42023,45694,22534,23895,19534,16087,14280,15011,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),720,720,720,720,720,720,720,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),2989,3078,2539,2870,2564,2514,2335,11,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,9042,--,9015,8813,8370,--,--,
累计折旧(万元),--,3113,--,2689,1786,1016,--,--,
固定资产净值(万元),--,5929,--,6326,7027,7354,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),5867,5929,6125,6326,7027,7354,4967,294,
在建工程(万元),--,--,--,--,--,--,226,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),1409,951,1042,1132,921,944,504,10,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,67,--,
长期待摊费用(万元),151,176,202,228,320,353,54,54,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),140,127,126,120,97,74,62,71,
其他非流动资产(万元),830,--,--,--,--,--,869,--,
非流动资产合计(万元),12107,10982,10753,11396,11650,11959,9802,441,
资产总计(万元),54129,56675,33287,35291,31184,28045,24082,15453,
短期借款(万元),--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
