报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),64878,107374,94775,98084,100733,171735,111192,134693,152036,72391,23430,44604,31777,93228,38023,56223,66814,59347,39856,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),22718,17997,13865,16105,11748,6227,8851,11618,11031,3711,4532,7775,6050,468,2231,--,104,400,262,
应收账款(万元),452154,379336,422642,371300,370993,290315,315246,278774,290292,233789,266051,230261,221339,180080,199950,171926,133939,94670,73591,
预付款项(万元),15940,16990,15316,14077,9196,12944,11258,8447,8244,8841,7338,7358,6008,7211,7512,6830,5306,3344,4226,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5511,5288,2755,2483,2611,2031,2325,2787,4030,4232,4817,5176,5425,5296,7197,5328,2166,2176,1691,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),143550,112578,107754,101880,97922,86072,76753,83355,73136,66244,73013,63740,64277,60200,55565,49645,45913,34778,31911,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),42302,38986,1465,545,114,318,288,90,10,272,36,2,69,3,221,1,369,927,--,
流动资产合计(万元),747053,678549,658572,604475,593316,569643,525913,519763,538778,389479,379218,358916,334945,346487,310700,289952,254611,195642,151536,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7505,7505,5172,5172,5172,5172,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
固定资产原值(万元),--,48840,--,42987,--,40735,--,19010,--,17661,--,15530,--,4109,3814,3685,3261,--,--,
累计折旧(万元),--,6089,--,4829,--,3879,--,3375,--,2936,--,2531,--,2314,2207,2102,1930,--,--,
固定资产净值(万元),--,42751,--,38159,--,36856,--,15635,--,14725,--,12999,--,1795,1607,1583,1331,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),42580,42751,39826,38159,36905,36856,16406,15635,14930,14725,12943,12999,2463,1795,1607,1583,1331,990,881,
在建工程(万元),10790,8827,5968,3144,1281,249,16224,16549,16188,14973,12555,9708,19077,16366,11609,7669,5742,459,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10063,10114,10024,10069,10135,10202,10270,10326,8317,8371,8427,7412,6462,6507,6533,6577,6418,4275,3847,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
