报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),372571,377219,368558,362857,361418,352498,197341,201795,190848,174217,176179,190269,172728,170795,89781,73837,81686,88990,84489,71973,92206,51308,29552,25667,25023,40892,30162,22836,34910,46916,22146,32309,29803,49210,48371,45496,49344,51023,46117,42477,39425,29683,32625,31918,33732,28349,23564,23717,16743,20023,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),82,73,76,76,87,81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,775,863,1020,1162,1175,924,738,638,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收票据(万元),37308,48454,49245,46803,38916,32651,18930,18412,15223,23675,25162,21579,25535,37091,24555,30440,34070,34528,26725,23742,22146,26291,33215,42349,34394,35991,19291,26824,23895,22269,26458,18504,10642,13420,15788,14543,14727,11034,7562,12245,12499,9561,10388,6746,7507,6187,4561,5569,3912,2425,
应收账款(万元),183087,170759,207909,208588,193507,194193,196833,189454,191786,207922,191362,192868,194969,195931,205502,207081,206726,207495,210488,198238,196318,180637,179365,176514,170737,147096,161037,148217,142107,119970,129974,121852,126305,108822,92808,84919,89625,77759,88074,85485,79938,69985,65188,68061,52917,50931,57787,52100,46048,43330,
预付款项(万元),15853,20668,17698,13189,12554,14832,20263,16794,19925,20755,17637,10295,10921,13154,16084,18642,18688,16437,20045,16580,15423,20402,22235,25003,15708,21138,20718,13463,18854,18211,23171,22620,22615,18824,9850,7548,10969,7789,7385,12109,11793,9463,12562,13994,15799,12623,7778,7822,5768,4709,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,1255,1255,1255,1255,2385,2385,2385,2385,2385,2385,2385,2385,1130,1130,1130,1130,3049,3049,6089,6089,--,--,3364,3364,2799,2799,2799,2799,1920,1920,1920,1920,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),--,--,--,5789,5352,5651,6869,6043,5538,6304,9150,8334,8282,6291,6912,6672,6687,7229,7093,6959,7330,6123,5907,5280,4635,3560,3976,3871,4523,3501,4624,3312,2969,2703,2713,2379,2731,2384,3399,2173,1912,1644,2015,2071,2263,1752,2087,1973,2145,1486,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
存货(万元),70527,61361,81991,73886,69290,63819,74853,80593,73912,74459,74065,72242,75361,81936,77470,83974,79674,77578,78309,64407,58702,60333,54215,54050,51720,45009,54897,51030,47567,51559,46635,43161,45105,35494,29614,34098,26899,31726,34499,28108,34347,39374,31384,26937,25791,20911,19537,20636,20697,18761,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),4148,2103,991,211,1152,1168,1659,2680,288,420,2518,--,1031,2176,--,--,--,--,--,--,--,--,--,--,--,35,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
流动资产合计(万元),690456,686375,732442,712656,683532,666147,519133,518157,499905,510137,498458,497973,491213,509758,421434,421775,428661,433386,430197,384948,398214,351184,324490,328862,305581,297084,292880,269040,274654,265225,254927,243678,239358,230393,199144,188983,194296,181715,187036,182596,179915,159712,154938,150588,139028,121915,116488,112741,96050,91373,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),--,2867,2839,2839,2839,2839,3240,3240,3240,1501,1561,1351,1351,1351,1351,1351,1351,1351,1351,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,100,100,100,100,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),13202,7294,6439,5345,5665,6114,5404,5250,5244,5987,5106,6223,5808,6193,4729,5052,3906,1595,1455,2709,2630,2757,2934,2900,2922,1929,1372,1558,1358,1429,2816,2807,2653,2636,2593,2621,2718,2760,2725,2682,2728,2749,2736,2749,2749,2806,2699,2617,2622,2684,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
投资性房地产(万元),1367,1394,1421,1447,1474,1501,1527,1554,1581,1607,1634,1661,870,884,898,912,925,939,953,967,980,994,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
固定资产原值(万元),--,149365,--,137764,--,117561,--,89238,--,73610,--,59111,--,52657,--,48396,--,48189,--,26237,--,25199,--,22378,--,22113,--,21924,--,22332,--,22883,--,22204,--,21927,--,22175,--,21574,--,21418,--,17231,--,16871,--,17014,0,16294,
累计折旧(万元),--,46284,--,39233,--,33163,--,28377,--,24826,--,21942,--,19920,--,17766,--,15589,--,12824,--,12147,--,12207,--,11712,--,11503,--,11292,--,11739,--,11273,--,10723,--,10549,--,9577,--,8720,--,7977,--,7611,--,7309,0,6658,
固定资产净值(万元),--,103080,--,98531,--,84398,--,60861,--,48785,--,37169,--,32737,--,30630,--,32600,--,13413,--,13053,--,10171,--,10402,--,10422,--,11040,--,11144,--,10931,--,11204,--,11626,--,11998,--,12697,--,9254,--,9260,--,9704,0,9637,
