报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5777,11883,13536,11370,11813,16508,18994,12968,17554,20277,26958,22513,20115,2191,9506,5379,4944,6646,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),406,160,227,--,--,1,3,--,50,248,180,401,--,--,--,378,--,34,
应收账款(万元),22122,17083,14362,15579,12650,11591,9255,9329,7817,7152,6519,9900,8993,8707,3775,4056,4282,2798,
预付款项(万元),3694,4243,2547,3748,5665,3646,2465,4347,3400,3125,2587,2211,1628,1522,1020,609,378,164,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,32,--,--,--,75,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),717,675,240,670,339,383,201,171,107,125,139,218,179,206,102,120,118,104,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13939,12164,11057,11658,12108,10000,9870,7171,7044,8838,5035,4462,5685,4715,4527,3960,2194,2787,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),504,489,443,133,329,122,322,--,--,--,--,88,508,--,--,--,--,--,
流动资产合计(万元),47159,46696,42412,43158,42904,42253,41142,33986,35972,39765,41494,39793,37108,17341,18930,14503,11915,12533,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2900,2400,1800,--,--,--,500,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),147,147,--,1800,--,--,--,500,500,500,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),10661,--,10167,--,9823,--,9592,--,9452,--,8931,--,8573,8479,8478,3950,--,--,
累计折旧(万元),3319,--,2954,--,2688,--,2419,--,2208,--,1994,--,1795,1687,1611,1329,--,--,
固定资产净值(万元),7343,--,7213,--,7135,--,7173,--,7244,--,6937,--,6778,6792,6867,2622,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),7343,7163,7213,7143,7135,7169,7173,7207,7244,7223,6937,6758,6778,6792,6867,2622,2729,2748,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,13,2,--,--,3863,1311,43,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3745,2229,2279,2246,2268,1502,1530,1136,1018,1013,1026,1039,1047,1060,1073,1066,1071,949,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),17721,1961,1961,1961,1961,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),551,582,617,454,466,475,480,442,471,496,483,126,131,136,141,18,24,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),668,434,393,374,323,142,169,123,98,95,85,178,208,132,169,138,154,142,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),33075,14916,14262,13978,12153,9288,9852,9408,9331,9327,8531,8114,8166,8120,8249,7707,5289,3881,
资产总计(万元),80234,61612,56674,57135,55057,51540,50995,43394,45303,49092,50025,47908,45274,25460,27179,22210,17204,16415,
短期借款(万元),12339,4830,4830,4000,2000,--,--,--,--,--,--,--,790,1000,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
