报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),387797,413861,331250,384503,404070,336178,450488,334280,236854,227613,188952,136226,137902,219819,132111,197050,219105,308961,144800,98624,59024,92897,97703,49898,41280,64229,44229,61520,28944,28192,26787,26221,31685,31553,1329,442,661,574,764,1142,1791,1441,1135,2007,2024,2270,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,543,550,508,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
应收票据(万元),2836,7064,584,500,--,--,--,--,--,--,40,40,416,56,0,--,--,1640,--,--,0,--,--,0,80,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,143,
应收账款(万元),181701,271219,69846,67754,66363,20629,21924,25746,37395,31653,47874,28228,31544,7176,11714,5404,4253,8513,3866,5272,3548,4650,5404,5045,4970,6290,5462,6925,1110,1645,2246,2684,3090,3717,51,256,130,268,825,1088,891,1207,1360,1780,1430,2171,
预付款项(万元),99582,136500,113096,123079,108853,59040,68482,65881,76094,103947,85325,77124,49830,48439,66520,83949,68418,43559,57784,45628,42662,40186,155768,96744,99628,91215,93306,112488,--,--,31,25,24,11,39,23,64,24,1401,1656,2333,1462,1263,2330,1213,1485,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收利息(万元),89718,84730,24208,19761,11346,10278,13868,8931,7956,6971,5821,5210,6093,4955,3581,3264,2838,2376,2209,1687,1232,824,--,0,--,--,--,--,106,89,85,81,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收股利(万元),5690,5690,5690,5690,5690,--,--,--,--,--,--,908,2100,3729,0,--,4400,4400,797,797,0,--,2493,2493,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
其他应收款(万元),333483,339109,37020,40076,54852,45354,118676,61944,70266,71661,79988,77740,168902,65989,50079,35751,43106,42802,48876,38573,45405,46746,48805,67501,55750,52435,34168,29196,11,3,558,534,572,337,29294,40653,27053,27500,35806,36540,36259,36707,42892,43062,41143,42851,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
存货(万元),1374820,1361612,1717333,1616909,1668488,1627518,1530461,1582056,1624568,1628504,1886192,1925043,1934470,1912454,1844926,1874695,1754165,1625718,1586570,1429276,1426011,1345731,1133310,1122345,1136429,1118786,1286609,1102329,--,--,576,542,519,550,3848,4265,5278,5317,5649,5857,6382,6036,7655,6775,6933,7414,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,14,1,25,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
一年内到期的非流动资产(万元),191,206,256,279,221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,0,0,0,
