报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27959,26459,19671,24751,40491,26437,32691,51168,50823,55648,60944,67014,24651,15968,12214,9740,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,0,--,--,--,--,--,--,290,200,--,--,
应收账款(万元),4820,5435,4815,3748,3906,4025,4274,4009,3533,3626,3619,2667,2903,2123,787,782,
预付款项(万元),409,85,351,899,460,77,331,309,365,218,385,794,692,474,510,277,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),215,214,172,162,290,225,202,393,825,632,324,89,56,42,101,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1773,1574,5945,1155,787,426,625,526,523,484,464,668,282,216,223,78,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),19396,18378,19235,14289,13021,14403,16753,15633,14811,13472,13350,10458,9613,12727,9604,6396,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),23500,24504,25541,27545,18000,30083,19000,391,0,450,--,--,--,--,--,--,
流动资产合计(万元),78073,76650,75730,72549,76955,75678,73876,72430,70879,74529,79086,81691,38487,31750,23439,17273,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4750,4750,4750,4550,4550,4550,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),5745,5561,5461,5131,--,--,4550,4550,4550,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,17425,--,8210,--,8004,--,7804,--,7750,--,6265,6047,6033,5944,3841,
累计折旧(万元),--,3067,--,2864,--,2634,--,2416,--,2200,--,2019,1817,1429,1080,797,
固定资产净值(万元),--,14358,--,5346,--,5370,--,5388,--,5550,--,4247,4229,4604,4864,3044,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),14207,14358,5255,5346,5272,5370,5322,5388,5489,5550,4207,4247,4229,4604,4864,3044,
在建工程(万元),368,348,9063,9063,9063,9103,--,--,--,0,1058,1037,737,111,19,60,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4850,965,967,976,945,956,871,877,877,885,897,617,280,251,256,250,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),692,677,436,388,418,459,536,361,361,387,292,241,254,306,335,121,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),324,328,202,203,137,137,121,121,95,95,45,45,43,34,14,20,
其他非流动资产(万元),1944,5596,2028,316,170,134,9233,9261,9048,9016,3089,144,278,498,--,--,
非流动资产合计(万元),32880,32585,28162,25973,20556,20710,20632,20557,20420,15934,9588,6330,5822,5804,5489,3496,
资产总计(万元),110953,109234,103892,98521,97510,96387,94508,92986,91298,90463,88674,88021,44309,37554,28928,20768,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),5007,6292,5971,3634,1843,2100,3806,3098,2844,2948,3108,2318,1093,1548,1328,761,
预收账款(万元),3185,1945,3333,2760,2937,2173,2085,1917,2595,2162,3119,2285,2317,2613,2970,1973,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
