报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),22325,57502,25388,26299,22171,21534,24002,23576,27089,17081,19758,16583,16571,15544,13636,10600,15259,18288,16885,17702,20813,28893,33672,34151,37032,4836,6168,7372,3138,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,850,300,300,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2511,1806,1144,1126,1994,2996,2345,2187,1541,1700,2191,3343,3804,2005,5605,1,1510,144,1927,567,1119,220,665,--,--,--,1265,--,--,
应收账款(万元),25744,22175,24521,21513,19256,19896,19593,16595,15991,14006,15737,13378,14487,15886,16422,17472,11297,10869,11950,13278,9968,7598,7579,7744,8739,6572,5565,4563,4086,
预付款项(万元),1532,1472,920,1493,1427,1154,598,859,904,1396,1083,1620,1742,1617,1328,1803,1300,836,903,5539,4361,3626,2379,1433,1433,1395,735,2028,137,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1,0,21,--,2,6,16,6,10,6,25,--,--,7,12,--,--,7,52,--,87,--,148,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),660,549,532,378,464,371,634,291,213,196,136,179,199,139,156,157,174,159,250,168,137,147,150,170,132,468,344,185,3871,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
