报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),692123,686473,612532,685430,983350,836428,843110,744590,622415,686223,577699,513401,485625,577708,627377,500504,425262,529836,494535,469922,316792,290711,432175,380040,331647,363558,310109,373937,429172,578741,602204,702366,667915,591951,563051,524047,533047,509759,384930,344413,361248,342237,556964,490583,362332,321167,302963,307489,340270,357570,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收票据(万元),10308,4181,5233,7428,13347,14186,22679,120707,112495,88563,130246,154322,94898,133150,127399,95947,133505,146621,35246,32026,35714,51041,42935,59134,48942,85201,65576,33294,2613,107226,8387,4314,2279,3284,8196,8388,4910,5140,7160,35240,4430,4650,1501,1501,1501,--,950,3012,1546,1096,
应收账款(万元),90421,99803,130545,119774,139045,145573,178667,193285,196689,172833,196218,199420,249618,213773,217297,235204,211649,135419,221619,235711,229865,196847,227870,256747,403043,312577,378387,294498,205866,127982,86647,48130,49294,77729,23997,18447,28016,65067,28320,40544,34456,26742,6121,16861,11604,9939,10279,7187,7121,6993,
预付款项(万元),6352,6484,16087,18182,20477,2971,14040,11840,13886,4044,40775,54674,54777,20620,80868,68777,59058,17472,173556,58141,120797,18334,98949,92077,158511,41325,164784,138130,85493,94151,63650,54063,35970,23153,28548,22529,25887,12624,85176,86218,62298,62060,10197,17994,5292,2728,10394,11034,11229,5423,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,1862,--,--,--,317,--,--,--,126,--,--,--,48,--,--,--,316,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收股利(万元),4629,4629,4629,4629,4629,4629,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,2813,--,13447,13426,2791,7568,68323,119707,92317,188110,164726,206042,17470,59117,16656,34060,16845,52236,35484,74109,21340,64894,50111,44885,41069,103983,85668,178415,48205,22343,33229,65943,24861,31473,27738,26965,17230,61237,43897,30788,21818,55872,49632,89990,84058,45373,53213,50407,23082,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
