报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16896,66645,15192,17937,10776,7181,8006,7372,2860,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),9772,5815,7086,5439,5445,5582,4514,2805,3337,
应收账款(万元),29334,26209,23832,21201,17252,14840,13233,12253,10090,
预付款项(万元),487,404,696,1588,643,701,72,622,1731,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),350,389,349,349,231,229,168,124,173,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),28775,29005,33857,27506,19374,21330,18525,16961,14801,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,3,48,
其他流动资产(万元),39775,1199,1207,437,197,395,169,233,137,
流动资产合计(万元),125388,129665,82220,74456,53918,50257,44688,40373,33179,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),463,479,424,427,446,408,354,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,7649,3753,3757,3560,--,--,--,--,
累计折旧(万元),--,1848,1799,1761,1563,--,--,--,--,
固定资产净值(万元),--,5801,1954,1996,1997,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),5753,5801,1954,1996,1997,1915,1898,2062,2317,
在建工程(万元),--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),2029,2063,474,510,632,704,526,77,68,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),48,48,48,48,48,48,48,24,24,
长期待摊费用(万元),4,9,13,18,36,--,--,--,15,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),803,804,1088,965,821,660,608,528,432,
其他非流动资产(万元),16,20,1644,1644,1644,766,766,766,766,
非流动资产合计(万元),9117,9224,5645,5608,5624,4502,4200,3457,3622,
资产总计(万元),134505,138889,87865,80065,59542,54759,48889,43830,36801,
短期借款(万元),14010,17270,14047,16266,11892,11951,9388,7553,5512,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,240,--,--,--,415,
