报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19149,11123,2954,5141,4946,4725,10765,10216,2361,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),319,323,462,350,305,62,13,54,23,
应收账款(万元),17743,17010,14677,14741,12701,12003,9031,6236,4490,
预付款项(万元),390,592,680,238,250,235,130,74,429,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),23,5,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),593,433,717,605,513,420,735,538,482,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),4400,4086,3988,3477,3619,2927,2360,1488,1468,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),23949,31536,176,339,288,196,--,--,1200,
流动资产合计(万元),66566,65108,23653,24891,22623,20567,23035,18606,10453,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),759,773,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,30528,--,29063,--,16055,6045,--,--,
累计折旧(万元),--,5314,--,4059,--,2117,1722,--,--,
固定资产净值(万元),--,25214,--,25004,--,13938,4323,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),25423,25214,24784,25004,23764,13938,4323,2790,1994,
在建工程(万元),1889,1856,1751,1982,1955,9167,5690,1371,84,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),2810,2907,3035,3116,3303,3505,3090,3428,3767,
开发支出(万元),370,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1440,1331,1345,1234,541,676,571,208,136,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1372,1355,1379,1454,1133,1034,537,460,288,
其他非流动资产(万元),1828,793,142,234,370,495,1321,240,203,
非流动资产合计(万元),35890,34229,32435,33024,31065,28816,15532,8496,6471,
资产总计(万元),102457,99338,56088,57915,53688,49383,38566,27102,16925,
短期借款(万元),--,--,--,1000,1000,--,--,2653,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),1596,1638,1309,1640,2135,3155,1114,1108,1218,
预收账款(万元),261,244,259,310,197,282,409,447,943,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1109,880,741,1178,624,936,913,885,343,
应交税费(万元),757,386,121,485,512,496,498,470,377,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),3375,3746,1115,1450,1191,1128,982,911,751,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,14,35,49,318,32,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),7098,6895,3545,6062,5674,6033,3965,6793,3664,
长期借款(万元),--,--,--,--,--,--,--,1000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,31,11,28,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1342,1400,1461,1522,1649,1762,63,105,136,
递延所得税负债(万元),138,147,156,164,201,217,47,56,69,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1481,1547,1616,1686,1849,1979,141,1171,232,
负债合计(万元),8579,8442,5161,7749,7523,8011,4106,7964,3896,
实收资本(或股本)(万元),9102,9000,6750,6750,6750,6750,6750,6215,5900,
资本公积(万元),52872,50426,15447,15447,15448,15448,15348,6908,3978,
