报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),21941,33178,32880,30271,32223,31404,31249,43123,27272,55943,29274,37694,21893,18688,13501,9731,6311,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4103,4185,3225,2204,864,1051,1560,1902,2125,1554,2808,1284,376,1493,727,434,1759,
应收账款(万元),17033,18976,17896,16591,9154,9351,8830,10918,11484,10992,7498,9872,11807,12622,9098,5951,7191,
预付款项(万元),508,380,328,281,232,77,92,93,152,134,370,231,379,316,180,209,336,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),48,184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),302,167,563,409,1156,637,366,282,285,172,227,275,417,462,320,281,156,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8162,7780,5991,5600,5144,5184,4361,4182,4822,5360,5056,4567,6225,5443,4274,4479,3525,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),29061,18052,18081,22068,23007,27035,27000,13000,30000,--,25000,15000,--,--,--,--,--,
流动资产合计(万元),81158,82902,78963,77423,71779,74738,73458,73499,76140,74154,70232,68923,41098,39024,28100,21084,19278,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,9597,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,10999,--,10506,--,9539,--,7318,--,7195,--,6912,6784,6645,6513,--,--,
累计折旧(万元),--,4246,--,3902,--,3250,--,2999,--,2769,--,2533,2341,2240,1980,--,--,
固定资产净值(万元),--,6753,--,6605,--,6289,--,4319,--,4426,--,4380,4443,4406,4532,--,--,
固定资产减值准备(万元),--,131,--,131,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6600,6622,6397,6474,6335,6289,4346,4319,4385,4426,4384,4380,4443,4406,4532,4084,4099,
在建工程(万元),394,237,106,37,21,21,220,216,201,198,197,179,7,7,21,275,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1265,1252,1174,1189,1163,1162,528,535,543,550,558,565,580,563,537,535,557,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4629,4705,4756,4756,226,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),192,202,213,214,188,177,186,187,176,182,149,146,128,132,54,53,40,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),394,428,517,497,234,238,348,340,410,406,335,361,513,322,202,152,152,
其他非流动资产(万元),552,371,692,469,324,283,2038,1644,77,81,--,--,--,--,--,--,--,
非流动资产合计(万元),14027,13817,13855,13635,18088,8169,7664,7242,5790,5843,5623,5631,5671,5430,5347,5099,4847,
资产总计(万元),95185,96718,92818,91059,89867,82907,81122,80741,81930,79997,75856,74553,46769,44453,33448,26183,24125,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
