报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),3803,12458,8633,7864,8978,12321,5389,6705,8854,10029,3568,3646,13302,17873,3516,3534,4650,4063,8696,7446,16189,16493,23609,33162,33054,36675,37215,44663,47372,76779,74656,82429,83303,95635,7463,6559,1870,180,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收票据(万元),977,1553,205,147,85,985,589,696,602,691,588,362,119,33,523,538,340,309,417,1531,1713,1185,2559,4083,4347,4383,4405,3576,6003,5386,5791,561,636,760,805,460,443,65,
应收账款(万元),4659,5123,3400,3439,2616,2579,3560,4016,5117,3344,10415,12583,13042,10586,14811,15034,18764,16373,32483,34894,31391,25995,44116,45907,45190,42536,31104,28056,21514,16517,19185,21142,18843,15146,15460,11889,10515,756,
预付款项(万元),1734,844,2825,2499,2223,1621,2659,2881,2403,2372,7690,8049,7926,6656,7518,7672,8036,5676,5161,5440,7254,2400,6147,6371,4955,3859,11547,13329,10267,7977,4298,2114,1239,2230,974,1442,835,426,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
