报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),30045,5725,6637,3545,3706,129,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),7176,5855,2298,2691,1452,1423,
应收账款(万元),19404,18209,18602,18481,10962,11078,
预付款项(万元),697,289,159,157,90,87,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),699,273,207,119,106,75,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),17319,16748,13157,10108,5774,4777,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),598,1771,658,1014,120,45,
流动资产合计(万元),75938,48870,41717,36115,22210,17614,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,51489,46764,39285,20812,--,
累计折旧(万元),--,15925,13789,10000,7037,--,
固定资产净值(万元),--,35565,32976,29285,13775,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),34713,35565,32976,29285,13775,14574,
在建工程(万元),6220,5484,2165,1089,4104,51,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2689,2712,2758,2774,1232,1214,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),971,879,781,415,152,172,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),233,241,204,278,136,53,
其他非流动资产(万元),921,1018,999,558,1482,336,
非流动资产合计(万元),45746,45898,39883,34399,20880,16399,
资产总计(万元),121684,94768,81600,70514,43091,34013,
短期借款(万元),13818,16160,12118,5850,4000,6000,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,17,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),13711,11378,12657,6501,5186,610,
应付账款(万元),25499,29381,23446,28035,12817,12590,
预收账款(万元),92,79,53,12,13,6,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1567,1482,1950,1789,1187,789,
应交税费(万元),416,526,842,1219,610,390,
应付利息(万元),74,42,117,10,7,11,
应付股利(万元),--,--,--,5000,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),4147,3496,1235,642,2007,735,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),59324,62544,52435,49058,25826,21131,
长期借款(万元),2131,2381,2270,609,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),289,296,103,134,75,30,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),2420,2678,2373,743,75,30,
负债合计(万元),61744,65222,54808,49801,25901,21161,
实收资本(或股本)(万元),20180,15130,15130,15130,7945,7945,
资本公积(万元),24305,1066,1066,1066,17,17,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),956,956,956,609,922,497,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),14474,12371,9575,3878,8303,4393,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),59940,29546,26792,20714,17190,12853,
少数股东权益(万元),--,--,--,--,--,-1,
所有者权益(或股东权益)合计(万元),59940,29546,26792,20714,17190,12852,
负债和所有者权益(或股东权益)总计(万元),121684,94768,81600,70514,43091,34013,		
  
