报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),856337,796982,402292,491172,651592,513583,60538,65602,81515,85561,81761,72895,98372,121626,135796,111812,116914,154218,136890,160745,160693,152338,107153,101940,96421,116625,40955,74579,51038,66593,72339,53576,21692,37868,53046,42136,30838,54610,28523,42052,13421,18757,14310,19793,21369,21104,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收票据(万元),34500,56192,34739,38395,37782,39750,11904,12594,14198,15117,7078,5349,17258,24806,3649,4770,9646,15931,16874,13845,24625,15753,31736,25118,9859,8929,11103,10810,6480,7831,8413,6692,2995,6100,6123,2129,3737,2232,357,1596,685,226,1988,2628,1510,1497,
应收账款(万元),125000,87152,207573,155241,168965,93746,71646,51355,45413,48710,50526,59755,50402,33434,69399,108709,87477,32632,69872,45114,40920,38636,32272,38096,44212,40045,93891,53633,65407,30769,48039,50640,67028,24309,41322,40587,42507,24708,31347,17020,25710,16326,39588,36225,29224,25492,
预付款项(万元),176039,106453,47730,51532,38043,100164,3067,6181,4260,1967,10142,4953,5379,2800,3848,7693,11572,4157,7379,6401,14545,7713,9845,6434,10765,1922,5376,5726,10881,11267,5483,14318,9235,12533,15372,12417,17492,9343,20444,12392,14778,8092,7902,9121,12002,9347,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),2827,2589,4044,2902,4722,3152,1303,958,707,542,882,386,354,335,359,1572,1471,186,321,386,466,1392,636,2842,2820,1031,2781,2421,1243,297,493,393,406,301,519,456,482,371,282,254,693,148,653,1344,560,481,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
存货(万元),194917,164516,107078,89363,114694,115911,57805,56625,54931,56055,62365,62099,61819,56556,51933,35481,35521,37454,34304,35499,33547,32738,32034,34918,35379,35980,32470,42699,41589,34879,52088,41866,40166,46787,42502,40705,55540,66229,29317,34351,35175,25716,27309,24348,28519,29228,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),98438,98777,105714,103590,39989,39868,15913,16376,6347,7112,7057,25891,5468,6297,3806,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
流动资产合计(万元),1488059,1312661,909170,932196,1055788,906174,222175,209690,207370,215063,219811,231328,239052,245854,268790,270038,262601,244578,265640,261990,274796,248570,213678,209348,199456,204531,186575,189868,176637,151635,186855,167486,141522,127898,158885,138430,150596,157494,110269,107665,90462,69264,91749,93459,93184,87150,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,123,423,423,423,423,423,423,423,793,793,793,793,1035,1035,1035,300,300,300,300,300,300,300,300,300,300,300,300,300,1350,810,810,610,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
投资性房地产(万元),2349,2368,1943,1963,1974,1990,2005,2021,2037,2052,2068,2083,2099,2115,2130,2146,2161,2177,2193,2208,2224,2239,2255,2271,2286,2302,2317,2333,2349,2364,2380,2395,2411,2427,2442,2458,2473,2489,275,277,279,281,--,--,--,--,
固定资产原值(万元),--,356513,--,294814,--,290830,--,99790,--,99384,--,96795,--,96526,--,115142,--,114884,--,106996,--,106028,--,105064,--,103648,--,100720,--,101982,--,100917,--,100249,--,85170,--,82715,--,59012,--,59141,--,42121,--,41604,
累计折旧(万元),--,151486,--,143740,--,135474,--,49385,--,46732,--,44416,--,41772,--,42013,--,38874,--,35833,--,32791,--,29893,--,26935,--,23607,--,21233,--,19662,--,17026,--,14743,--,12402,--,9994,--,8633,--,8502,--,7449,
固定资产净值(万元),--,205027,--,151074,--,155356,--,50405,--,52651,--,52379,--,54754,--,73130,--,76010,--,71163,--,73237,--,75171,--,76713,--,77113,--,80749,--,81255,--,83223,--,70427,--,70313,--,49019,--,50508,--,33619,--,34155,
固定资产减值准备(万元),--,14,--,14,--,14,--,14,--,14,--,17,--,17,--,17,--,17,--,23,--,23,--,23,--,23,--,23,--,50,--,23,--,23,--,23,--,23,--,0,--,0,--,0,--,0,
固定资产(万元),201725,205013,160041,151060,152592,155342,49139,50391,51405,52637,51497,52361,53505,54737,57157,73113,74681,75992,69807,71141,71755,73214,74069,75149,75304,76691,76302,77090,77117,80699,80276,81232,81990,83201,69881,70405,70595,70290,48264,49019,49709,50508,33391,33619,33702,34155,
在建工程(万元),35866,36054,77393,90539,88937,87096,41198,41201,40985,40783,31276,29403,29115,26374,24326,21330,18090,17668,23210,10826,9268,5499,1491,1111,631,333,1340,1429,2085,2195,1030,921,915,915,1167,1263,1008,1100,17729,17334,17143,16817,19963,18906,18001,11240,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,1,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,19,14,0,--,8,5,5,--,--,--,--,--,0,0,0,0,0,--,--,--,35,35,27,--,62,9,--,0,--,10,--,--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
无形资产(万元),246934,248895,250795,246637,248336,249999,12375,12457,12523,12605,12669,12748,12827,12906,12961,13028,13105,13183,13226,13301,13377,13391,13464,271,274,277,264,266,270,271,3,3,2,2,2,2,2,2,0,5,10,15,--,--,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
递延所得税资产(万元),3005,2809,1985,2036,1842,1516,1285,1107,1053,1077,1122,924,843,693,863,987,875,579,743,627,652,654,408,445,282,282,368,371,385,349,365,392,372,372,298,277,267,257,137,168,249,328,668,440,437,503,
其他非流动资产(万元),11827,9381,4326,3136,3528,4986,123,123,123,123,123,123,123,123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
非流动资产合计(万元),502007,504819,496783,495672,497509,501229,106444,107614,108426,109576,99064,97947,98816,97248,97860,111026,109335,110021,109601,98526,97700,95422,92480,80039,79569,80677,81661,82559,83267,86178,84416,85252,85990,87217,74091,74715,74645,74438,66705,67103,67690,68251,55372,53775,52950,46509,
资产总计(万元),1990066,1817480,1405953,1427868,1553297,1407403,328619,317304,315796,324640,318875,329275,337868,343102,366650,381064,371936,354599,375241,360515,372496,343992,306158,289387,279025,285208,268235,272427,259905,237813,271271,252738,227512,215114,232976,213145,225241,231932,176974,174768,158152,137515,147120,147234,146134,133659,
短期借款(万元),17500,19500,15500,19000,22500,22500,3500,4700,5000,5400,5400,5400,5400,2000,2000,8500,8500,8500,8500,8500,8500,9500,9500,9500,9000,9500,5000,5000,8000,6500,6905,12905,6905,6905,11000,14000,13900,21100,12500,12500,11500,7000,17350,7036,15569,18422,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应付票据(万元),356959,395511,270296,284812,232304,269274,10406,5924,9972,10741,7768,8037,18274,38423,46853,31903,33571,41286,38233,33736,46791,39911,66918,51305,39643,36584,37669,37437,33486,23449,43027,42786,28044,25986,29018,37699,37385,38555,24229,28003,30236,27673,30990,39510,30454,22085,
应付账款(万元),218741,210166,239357,288213,311734,205689,71066,63780,61150,61811,56434,66425,62352,50693,63785,54442,49632,41305,64909,62251,73018,60662,72275,73052,71764,61962,82218,88810,81917,72760,81545,59969,61498,51861,65247,43803,48043,49946,43288,38109,36092,25992,29013,29475,31297,30308,
预收账款(万元),524299,331021,43434,13716,163706,94205,1904,1778,1700,3831,8876,811,806,243,517,263,1362,1304,970,3893,6103,246,5511,3159,10292,36620,6285,4650,1489,1350,4544,5141,1189,1935,5113,961,11655,11020,1582,3438,5365,2377,1578,2864,1794,4350,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),3397,2725,3526,3030,2508,2652,1385,1651,1610,1988,540,508,462,420,384,460,384,400,385,384,431,389,584,568,484,451,546,437,351,352,379,361,333,280,272,368,330,309,497,185,153,126,718,598,723,655,
应交税费(万元),3921,4683,5284,7852,7968,6236,395,353,284,728,1007,598,1042,975,1431,4579,744,-904,2078,8,752,1220,1748,2593,1666,-2138,-130,1992,3741,2717,3624,2931,2098,2503,4195,340,-67,-1263,3185,923,-340,572,-1212,-568,-1010,-3057,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,3,--,0,--,0,--,0,--,--,0,--,--,--,16,--,--,82,
应付股利(万元),775,775,775,775,775,775,775,775,775,775,775,278,278,278,278,804,804,804,804,3089,804,804,824,4289,932,932,932,2301,932,932,1432,1773,1432,1432,1432,1432,1432,1432,0,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
其他应付款(万元),5025,4349,8193,6466,9646,14279,1974,2108,2378,1815,2315,7057,6766,5552,6719,22241,27940,21491,22717,17494,14770,14624,15379,16087,18594,17931,15280,14286,13838,13933,15033,14341,14669,14209,18019,17661,16845,16334,5569,5773,5873,5390,1494,1714,1340,1111,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
