报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),201706,31082,25344,15395,7835,10500,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),6668,5380,8346,6158,4339,6588,
应收账款(万元),27990,29152,36227,25143,17647,10909,
预付款项(万元),340,795,201,508,90,133,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),356,637,332,274,423,292,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),15088,13560,13787,11235,7813,5124,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),28936,17626,900,2862,2850,--,
流动资产合计(万元),281085,98231,85136,61574,40997,33546,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),750,750,750,750,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,44232,42950,23980,18405,--,
累计折旧(万元),--,9902,8204,5256,3413,--,
固定资产净值(万元),--,34330,34747,18724,14991,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),34557,34330,34747,18724,14991,6289,
在建工程(万元),2710,1860,961,10547,7274,2173,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),7076,7079,7174,2489,2482,2479,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),268,321,452,243,119,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1016,995,995,349,261,221,
其他非流动资产(万元),1978,313,594,562,301,2116,
非流动资产合计(万元),48356,45649,45671,33664,25427,13279,
资产总计(万元),329441,143879,130807,95238,66424,46824,
短期借款(万元),254,766,4673,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),17069,15222,14630,11939,6969,5161,
预收账款(万元),214,117,89,86,60,59,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),4007,3441,4468,3216,1910,1151,
应交税费(万元),3229,2336,3272,2235,2035,2169,
应付利息(万元),0,27,6,7,8,4,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),221,465,684,163,135,131,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,2400,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),24995,22374,27822,20046,11117,8675,
长期借款(万元),--,--,--,1600,4000,2000,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1080,1106,1174,879,439,482,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1080,1106,1174,2479,4439,2482,
负债合计(万元),26075,23480,28996,22525,15556,11157,
实收资本(或股本)(万元),12000,9000,9000,9000,6774,6774,
资本公积(万元),225826,42859,42859,42859,2395,2395,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),4500,4500,4500,2006,3387,3387,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),59821,62860,44322,17754,37599,22665,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),302146,119218,100681,71617,50155,35220,
少数股东权益(万元),1220,1181,1130,1095,713,447,
所有者权益(或股东权益)合计(万元),303366,120399,101811,72713,50868,35667,
负债和所有者权益(或股东权益)总计(万元),329441,143879,130807,95238,66424,46824,		
  
