报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),75191,106702,48032,43305,57406,60309,47127,30675,24540,22462,19785,26949,28093,20872,20534,26609,46704,36627,--,22123,30674,26688,14426,7648,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2529,3513,1228,632,3743,7914,3259,1786,5099,9386,989,1658,7897,1831,115,512,2246,5844,--,2130,2915,986,1675,1443,
应收账款(万元),144927,104129,116061,106309,76540,65479,88100,108284,80897,67571,80732,75554,62774,83422,78452,58097,37186,24649,--,23941,11873,16114,20803,20658,
预付款项(万元),31162,23954,20728,16998,15295,15317,15889,17135,12142,9553,12316,14138,14436,9233,10070,10833,11396,9812,--,8686,8471,5423,5256,4825,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),8293,8988,8045,8254,7422,7768,7941,7349,3886,707,705,530,884,700,1127,945,1050,865,--,462,1249,770,607,357,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12670,27112,20968,16949,9173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),26277,15417,18502,9560,12743,22331,15686,6083,6083,15883,9126,3076,66,106,--,200,--,3,--,203,205,--,--,--,
流动资产合计(万元),301049,289814,233564,202006,182322,179118,178003,171312,132648,125562,123653,121904,114151,116163,110298,97196,98581,77801,65998,57546,55387,49982,42767,34930,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),13965,13971,11619,11478,11543,11399,11096,11036,5750,750,--,--,--,--,--,--,--,--,--,--,600,600,600,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2099,--,2028,--,1642,--,1586,--,1385,--,1253,--,1254,--,1250,--,1085,--,1058,974,--,--,--,
累计折旧(万元),--,1337,--,1229,--,1031,--,925,--,962,--,912,--,865,--,802,--,718,--,631,546,--,--,--,
固定资产净值(万元),--,761,--,798,--,611,--,660,--,423,--,341,--,389,--,448,--,367,--,427,428,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),711,761,807,798,787,611,624,660,639,423,323,341,365,389,417,448,372,367,--,427,428,499,523,632,
在建工程(万元),--,--,--,12,--,--,--,794,624,649,481,370,802,754,572,458,345,259,--,226,188,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2812,2824,2788,2732,2678,1248,1294,1343,454,477,487,502,504,512,529,549,537,556,--,544,528,78,104,69,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),199382,199382,200413,200388,201528,63432,63272,63272,64262,39424,110,110,110,110,110,110,110,110,--,110,110,110,15,15,
