报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),26937,42723,37855,37148,30929,31585,43211,37415,59004,58407,8561,21880,20502,26534,10646,5262,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,15039,15050,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),110,--,--,50,50,--,--,--,--,50,--,--,--,--,--,--,
应收账款(万元),36799,42949,28032,24452,30530,28207,27446,32021,31004,38468,23989,24918,34864,22430,14420,15271,
预付款项(万元),2646,1326,3956,1112,2468,1393,3178,1048,1482,530,5269,1410,1375,1422,2275,957,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),15808,8447,4448,6414,16762,6130,5806,6260,4878,6913,11848,7154,4696,465,464,584,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),79044,73380,86022,80936,70721,74467,61381,48881,39578,34868,31557,26269,23075,18824,18386,5486,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,1048,1031,1504,1487,1350,--,--,--,
其他流动资产(万元),518,543,191,13,116,10144,1,1,2,3,456,466,349,270,171,--,
流动资产合计(万元),161861,169368,160504,150127,151576,151926,156062,140676,136996,140269,83185,83583,86211,69946,46362,27560,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),200,200,140,140,140,140,140,40,40,40,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),7940,7940,--,--,--,--,--,--,607,2411,2371,2332,3442,--,--,--,
长期股权投资(万元),--,--,800,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),487,489,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,1943,--,2218,--,2222,--,2054,--,2036,1961,1762,1795,1598,--,--,
累计折旧(万元),--,1308,--,1203,--,1112,--,1059,--,973,904,840,772,593,--,--,
固定资产净值(万元),--,635,--,1015,--,1110,--,995,--,1063,1057,922,1024,1006,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产(万元),582,635,993,1015,1056,1110,1119,995,1010,1063,1057,922,1024,1006,1060,754,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,53,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),297,308,28,25,27,30,32,33,35,37,39,34,31,8,4,2,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),714,714,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),150,173,136,145,132,122,2,3,3,4,5,5,6,821,538,9,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),576,600,772,788,788,787,482,545,505,555,450,434,375,417,227,211,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),10945,11059,2869,2114,2144,2189,1776,1616,2201,4109,3921,3727,4878,2305,1829,975,
资产总计(万元),172807,180426,163373,152240,153719,154115,157837,142292,139197,144378,87106,87310,91089,72250,48191,28535,
短期借款(万元),9250,10245,10245,5686,1045,--,8000,8000,8000,11000,4000,4000,1000,1000,3000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),47,72,32,32,1372,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),23296,31665,26561,24493,25420,27714,21563,14518,12270,18476,10053,10695,12320,15257,4922,2458,
预收账款(万元),32471,30224,25242,23168,26065,27182,28605,22459,20444,17183,16121,14934,18983,4983,3370,1841,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),250,494,360,255,224,338,234,213,204,59,221,238,21,24,21,101,
应交税费(万元),674,1076,197,441,1553,1271,1565,1457,3030,3559,2337,2295,3367,3726,1828,1450,
应付利息(万元),10,11,9,7,--,--,20,20,20,27,18,19,19,22,19,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1018,1077,879,584,687,589,170,391,527,616,50,36,90,79,253,119,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,6000,6000,6000,6000,--,1500,4500,7000,--,--,
其他流动负债(万元),3756,3720,3420,2298,1963,2326,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),70773,78585,66944,56965,58330,59419,66156,53057,50494,56919,32800,33717,40299,32090,13412,5968,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,6000,6000,6000,3500,6000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,322,322,322,322,322,322,322,322,322,322,322,322,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,90,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,6,7,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,322,322,322,322,328,330,322,322,6412,6322,6322,3822,6000,0,
负债合计(万元),70773,78585,67266,57287,58652,59742,66484,53386,50816,57241,39212,40039,46622,35912,19412,5968,
实收资本(或股本)(万元),50000,50000,50000,50000,20000,20000,20000,20000,8000,8000,6000,6000,6000,6000,6000,6000,
资本公积(万元),2432,2432,2314,2314,32314,32314,32314,32314,44314,44314,12977,12977,12977,12977,12977,12977,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4766,4734,4209,4092,3861,3887,3666,3549,3295,3177,2662,2596,2326,1547,894,346,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),44974,44745,39648,38583,38914,38185,35375,33043,32772,31646,26255,25698,23165,15815,8908,3244,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),102172,101911,96170,94989,95088,94386,91354,88905,88381,87137,47893,47271,44467,36338,28779,22567,
少数股东权益(万元),-138,-70,-63,-35,-21,-13,-0,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),102034,101841,96107,94953,95068,94374,91354,88905,88381,87137,47893,47271,44467,36338,28779,22567,
负债和所有者权益(或股东权益)总计(万元),172807,180426,163373,152240,153719,154115,157837,142292,139197,144378,87106,87310,91089,72250,48191,28535,		
  
