报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),103062,97149,119749,152518,25055,24199,12534,12774,18910,12580,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),5940,18376,5270,24401,48369,33202,13874,11260,5873,9936,
预付款项(万元),5632,3782,3483,2258,10753,8049,3810,1361,3148,3114,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,1722,
其他应收款(万元),543,233,216,10979,2528,3973,1984,315,820,1000,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),8445,9450,10257,10604,35034,46766,16373,16195,14576,1645,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),59832,52929,65819,23370,6940,6913,1862,4992,503,2336,
流动资产合计(万元),183454,181918,204795,224128,128679,123101,50438,46897,43830,32334,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,3657,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,216,--,
固定资产原值(万元),--,121169,--,121102,115048,112903,81413,71339,49538,--,
累计折旧(万元),--,34598,--,30683,26542,22155,15007,8953,4436,--,
固定资产净值(万元),--,86571,--,90420,88506,90748,66406,62386,45102,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),84723,86571,88478,90420,88506,90748,66406,62386,45102,27997,
在建工程(万元),170,168,147,139,2502,3194,11343,8204,4340,6173,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,-0,--,--,1,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),25446,25636,25842,26055,26332,26730,27244,20748,20943,11237,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,1,8,21,35,110,197,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),469,616,1335,585,510,535,198,161,1882,1622,
其他非流动资产(万元),291,291,241,222,648,541,1814,2831,8593,5858,
非流动资产合计(万元),111098,113281,116043,117421,118499,121757,107026,94365,81186,56741,
资产总计(万元),294552,295200,320837,341549,247178,244858,157464,141261,125016,89075,
短期借款(万元),--,--,--,--,13319,24588,15499,16931,12937,4182,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2323,5623,15699,20130,23684,19050,4802,5108,1865,--,
应付账款(万元),18809,25227,42057,53505,39480,48087,23194,22350,17079,14456,
预收账款(万元),17115,6122,2794,7546,33611,26491,9215,4120,4969,3733,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),770,825,914,3339,1154,2507,2148,1542,1340,1103,
应交税费(万元),721,937,2857,2165,1275,244,604,421,564,943,
应付利息(万元),--,--,--,--,27,10,47,39,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,905,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1336,1245,1440,1762,1551,1651,171,98,58,29,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
