报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),11162,28373,8779,7145,8308,3863,2647,1368,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),4627,3674,4748,3680,2544,2719,2065,1608,
应收账款(万元),20393,17975,16878,14556,12030,12484,6888,4380,
预付款项(万元),978,434,326,242,541,339,203,299,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),202,85,110,82,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),111,98,85,185,102,105,104,129,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),17822,15592,11085,9886,12261,11560,11139,9837,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),12,21,26,38,2,2,485,--,
其他流动资产(万元),15012,700,634,350,46,35,--,1,
流动资产合计(万元),70321,66952,42671,36164,35834,31107,23530,17622,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,21864,19883,14470,--,--,--,--,
累计折旧(万元),--,5667,4943,3995,--,--,--,--,
固定资产净值(万元),--,16197,14939,10475,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),16039,16197,14939,10475,4622,4641,3222,3324,
在建工程(万元),53,34,1058,2036,172,91,1406,771,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),4452,4521,4672,4961,2682,351,355,324,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),65,66,424,385,177,181,126,108,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1070,935,585,260,218,224,58,43,
其他非流动资产(万元),1036,766,757,208,6058,3598,57,17,
非流动资产合计(万元),22715,22519,22434,18326,13929,9087,5225,4588,
资产总计(万元),93036,89471,65105,54489,49762,40194,28755,22209,
短期借款(万元),17847,16495,14292,13535,12037,13529,12891,9378,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,328,--,--,999,792,--,--,
应付账款(万元),9260,7185,9098,5622,6762,7083,5679,2718,
预收账款(万元),308,92,118,109,242,150,73,162,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),305,296,314,308,196,245,178,139,
应交税费(万元),498,439,939,830,747,776,351,188,
应付利息(万元),22,22,17,17,30,26,19,13,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),222,954,168,207,1084,3069,19,1784,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),365,373,382,357,338,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),28827,26183,25327,20986,22435,25671,19209,14382,
长期借款(万元),--,--,--,500,500,500,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),730,745,763,1071,1351,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),1080,1080,1080,502,900,900,--,40,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),1077,1085,2282,1298,92,118,33,44,
非流动负债合计(万元),2887,2911,4125,3372,2843,1518,33,84,
负债合计(万元),31714,29094,29453,24358,25278,27189,19242,14466,
实收资本(或股本)(万元),7843,7843,5882,5882,5882,5000,5000,5000,
资本公积(万元),31174,31174,10182,10182,10182,264,264,264,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),1733,1733,1733,1220,674,674,343,178,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),20522,19574,17803,12799,7702,7023,3862,2278,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,53,48,44,44,44,23,
归属于母公司股东权益合计(万元),61322,60377,35653,30132,24484,13005,9513,7743,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),61322,60377,35653,30132,24484,13005,9513,7743,
负债和所有者权益(或股东权益)总计(万元),93036,89471,65105,54489,49762,40194,28755,22209,		
  
