报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),365272,248714,210667,213662,221787,122520,56119,83253,84052,76867,78933,122023,69648,111930,79220,171666,73141,55808,60435,101185,186551,61005,28859,130329,39025,49304,174243,221188,116589,194718,153600,63166,38466,44781,62836,49920,37861,35361,32422,67366,261215,126511,65057,84935,71448,33440,41848,51856,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,80,80,84,0,100,0,--,473,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收票据(万元),--,--,--,--,20,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,150,0,--,0,
应收账款(万元),2957,1715,1624,2904,4857,10319,7746,9186,7240,9955,6000,7945,9984,10694,8213,9568,15419,8412,6404,7103,15596,10140,6101,6761,14294,7435,5637,8680,9211,8872,4806,7282,8017,5674,5020,7952,4129,3667,4788,7762,2781,7464,2499,5101,2440,1796,1593,3343,
预付款项(万元),2702,1902,1941,1582,7343,7136,5607,10916,5501,12072,35283,8810,8725,6135,4432,2245,38451,38841,16781,1598,6238,4359,4908,2169,4988,6372,10960,9587,8624,6054,194543,241193,243390,243506,193978,108598,9380,6931,5673,3996,7508,4043,4992,59536,6870,5821,4787,3698,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
应收利息(万元),4850,5006,7571,7298,4498,4779,5808,4964,5427,4551,21530,20355,18844,16727,13870,10740,7200,4500,2380,1117,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,--,0,
