报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),35599,65979,52668,122629,46714,55071,33679,103638,23715,27937,22797,72174,40324,27790,26650,76003,73453,34940,108080,70580,66248,62840,46268,43130,33311,26888,
结算备付金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),208,148,262,149,70,194,194,194,--,--,--,--,--,--,23,--,--,--,--,--,--,463,473,--,--,--,
应收账款(万元),37997,31647,29290,28221,22829,22036,19255,21554,20243,16798,15128,15001,8673,8586,7865,7560,7725,8076,6449,6862,8862,6495,5336,4706,2688,2161,
预付款项(万元),16438,14376,14345,12619,8911,8308,8155,7034,7533,7230,6696,4870,9393,5859,6830,5508,6159,5535,4504,3797,5002,5168,3022,2949,2296,2921,
应收保费(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,245,165,81,410,488,242,0,985,550,1161,759,615,585,594,25,332,--,72,--,--,8,--,93,223,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2839,4147,4927,8357,3948,2947,4211,2675,3498,2802,2470,1899,5519,2063,2289,1763,1542,1458,1450,1547,1749,1410,1405,876,682,969,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16505,16408,15542,17141,16559,15847,20162,18304,18304,17223,16721,16194,13352,11263,10926,11407,10940,11336,12133,11625,13709,13226,12921,13346,13211,13287,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),74388,36098,72280,11975,66701,72831,85100,5044,80900,71115,69932,22207,58616,74531,68114,30012,38152,80153,--,14,273,--,--,--,--,--,
流动资产合计(万元),183974,169048,189478,201172,166142,177722,170998,158443,155178,143655,134907,133105,136492,130677,123290,132278,138302,141497,132687,94425,95844,89609,69425,65100,52411,46227,
发放贷款及垫款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),9600,9100,9200,10200,17768,17768,17568,16568,16628,15628,11168,11168,10668,10325,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),667,735,787,825,901,945,600,8878,9087,9256,1325,1377,1548,1621,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1902,1916,1930,1499,985,990,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,941,1000,
固定资产原值(万元),--,75009,--,74119,--,43194,--,43701,--,37980,--,34289,--,23401,--,23317,--,23095,--,22742,--,22449,22009,--,--,--,
累计折旧(万元),--,18191,--,16862,--,15632,--,14476,--,13431,--,12378,--,12809,--,12074,--,11185,--,10275,--,9649,8840,--,--,--,
固定资产净值(万元),--,56818,--,57256,--,27562,--,29225,--,24549,--,21911,--,10592,--,11243,--,11910,--,12467,--,12800,13168,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),56462,56818,57038,57256,27030,27562,28715,29225,24186,24549,24910,21911,11344,10592,10874,11243,11584,11910,12125,12467,12720,12800,13168,13943,13595,14294,
在建工程(万元),1429,960,770,322,867,624,524,335,4280,3562,3491,3994,14790,14543,13385,10111,7678,3892,2334,803,380,380,122,21,171,194,
