报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,
货币资金(万元),1188383,1240303,1145573,1280391,1197914,1213031,1192212,1237405,1082322,1103454,1083101,1146277,1014967,1015198,997006,1071768,918367,933960,835772,846196,765131,741530,721570,771376,660569,682855,650985,690217,605540,630421,590425,632443,180110,182188,219032,140358,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),667,159,344,829,1308,1204,1329,4598,2921,2325,3389,4248,1664,6655,6162,2120,1965,2447,1164,909,2052,824,2625,1109,713,885,822,1150,80,58,211,189,48,33,301,70,
应收账款(万元),180446,160890,168388,123796,155108,144471,127878,119465,135025,131622,115500,96703,146729,140464,125782,83330,116920,89921,104079,65828,76802,79495,68557,48057,71274,63203,74528,34236,57610,60276,69401,26889,55089,48943,28854,22872,
预付款项(万元),29299,18314,19047,18203,15313,9711,12463,9415,12656,10553,13328,9232,10961,9594,8812,5722,9906,9075,8021,5388,9359,5910,11588,4036,8136,6664,9619,5978,5853,5955,7316,5283,8985,5921,4381,7473,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
