报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),245670,142176,124483,128658,184125,206867,261002,244122,206502,187321,247527,254414,310792,309337,436987,404671,391537,346811,422448,502125,417194,423966,511047,483276,430989,389038,482454,498983,490649,482968,509473,100426,43108,71731,17287,7687,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600,600,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收账款(万元),157987,88901,110266,142215,164476,116521,133681,194427,167905,123649,125811,153059,126311,59211,57609,107652,83737,40666,46395,61596,60655,33757,42355,65607,61018,39712,42440,73588,57074,25914,18667,18192,5916,6907,4866,3453,
预付款项(万元),20498,35981,18522,13390,16115,28784,13530,14190,15582,19748,13041,10585,13783,20283,15688,11248,11524,12058,8656,12356,13258,17337,13335,16764,40888,57432,69383,65138,89163,55094,24215,31808,23344,3498,4815,2094,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),25404,31784,24748,8089,15598,12371,13774,9580,11487,10599,10676,5009,7844,9507,11259,9778,10829,16529,16404,9962,20036,19868,7492,5837,12767,13790,10489,9774,14555,13376,18448,14176,5728,1799,677,1089,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),416467,264175,244439,238429,336131,240388,228095,220312,248276,205119,189169,159582,205689,140471,102759,103429,162411,114651,88517,92192,128011,108189,93591,108487,143941,147290,133430,109647,142102,115152,99641,103449,55693,58066,54263,28453,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,421,639,496,749,561,301,420,589,87,94,168,290,585,740,962,407,181,269,121,490,12,36,26,22,35,55,70,33,16,10,0,--,
其他流动资产(万元),190395,286267,391658,364018,183519,148056,181442,214197,175458,188417,239242,236381,147550,167513,130486,129928,125408,135761,120000,25000,50000,10600,0,--,--,--,--,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),1056422,849284,914116,894798,900386,753626,832019,897578,825771,735154,825885,819618,812055,706417,754955,766996,786631,667817,703382,703638,689336,613986,667941,680461,689615,647298,738222,757151,793578,692558,670514,268084,133806,142010,81908,42776,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),51514,43905,39346,42275,42855,41304,35988,38984,29671,28248,23209,23217,23552,5107,3107,2707,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
持有至到期投资(万元),6180,6135,6090,6045,5999,5955,5912,5869,5826,5783,5741,5698,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),949,949,978,1008,1061,1101,5243,1216,1297,7927,7955,8048,8636,--,--,--,--,1000,1000,1000,1000,1000,1000,--,--,--,--,--,--,93,245,333,655,860,0,45,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),129273,130403,125388,126415,122597,124955,120375,121028,126855,127880,111128,89159,64739,74400,64731,64885,41818,40359,40685,41012,41246,41096,41339,41535,41355,26064,3355,3377,19371,19526,--,0,--,0,0,--,
固定资产原值(万元),--,153865,--,161226,--,156260,--,162663,--,155803,--,180431,--,178681,--,182393,--,199388,--,199028,--,170639,--,158936,--,137525,--,119448,--,68885,--,55979,46582,0,0,--,
累计折旧(万元),--,51138,--,49705,--,46769,--,44040,--,39726,--,36953,--,34141,--,31878,--,30325,--,26030,--,20395,--,16377,--,12752,--,9388,--,6284,--,4009,2206,0,0,--,
固定资产净值(万元),--,102727,--,111521,--,109491,--,118624,--,116077,--,143477,--,144539,--,150516,--,169063,--,172998,--,150244,--,142559,--,124772,--,110060,--,62601,--,51970,44376,0,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,9,--,9,--,9,--,9,--,9,--,9,--,9,9,0,0,--,
固定资产(万元),101525,102727,110210,111521,109245,109491,116680,118624,115392,116077,118984,143477,151368,144539,148888,150516,170759,169054,170936,172989,180004,150235,147467,142550,127906,124763,114334,110051,63756,62592,71098,51961,44367,22322,1471,1214,
在建工程(万元),95686,99857,93450,84471,57457,41473,25470,18782,4444,1723,1116,808,1797,770,1734,1571,1009,494,141,7,1921,16647,13771,11791,18697,17210,16019,16691,14395,12111,21890,18790,15301,23799,13140,288,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
