报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),252504,239926,234757,197661,238843,60167,93438,156790,69655,81899,106091,77221,66647,53393,42290,64088,62265,80481,79384,87515,61768,73661,58081,67881,54015,49229,32232,55317,51065,52602,44829,55071,49294,56929,21985,23320,13729,22474,14688,30283,16478,16948,19462,34297,21922,24358,27821,26448,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,213,986,963,1468,1707,2169,2534,4156,3839,975,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),1584,--,3729,6081,3582,1211,1748,1235,1638,2037,802,5701,1630,2659,2975,2425,2154,1874,4092,4444,1838,1134,950,1377,999,163,131,139,238,118,50,64,191,73,438,473,773,516,228,159,709,688,2235,1314,1953,815,1134,1242,
应收账款(万元),93286,--,76931,73072,82464,98985,84997,78781,69635,73491,60409,65796,58721,48422,51586,46322,43105,43342,40570,36993,45451,39535,31365,28891,28532,24919,22981,18223,33127,35666,31442,26947,30458,43024,40831,30743,38414,37431,37666,29725,41279,40693,39325,30497,28501,31090,27651,27605,
预付款项(万元),11513,5468,6620,7922,8915,10188,7792,7743,15789,16996,11033,12360,7835,8021,5620,4807,15947,10762,7840,6320,6717,5220,6478,5146,2968,1994,3323,2776,12584,12186,12193,5233,8400,8456,7254,6447,14851,12206,9796,5755,8761,9147,6664,3407,6246,3023,3209,1922,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,1683,1288,645,318,474,220,1293,860,474,207,293,319,44,269,187,184,114,55,146,104,60,--,31,4,395,268,148,13,304,198,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,354,--,--,--,--,177,--,--,--,134,--,--,36,304,--,--,117,272,--,--,108,314,--,--,22,0,--,0,--,0,--,--,--,--,--,--,--,18,--,0,
其他应收款(万元),297611,397293,366496,162382,210359,117008,131374,78385,9712,11438,11347,9324,12576,11758,11147,8758,12493,13167,16103,12521,16059,16462,10453,11352,13662,15743,16306,10323,13873,12325,13844,6552,9111,10416,7370,5481,6261,5306,5845,3609,7160,7324,8043,4654,4906,3936,3573,2570,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
