报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),4078,3924,3888,5055,4448,3868,2791,3786,3808,3881,4979,3405,3735,9779,17736,18732,25923,20245,23180,26247,25876,31200,31031,30456,28350,31810,30324,32759,3182,2639,4500,6644,3472,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),3597,1373,2879,4718,3914,2132,3186,2507,2525,2672,1099,1698,1704,1073,1798,665,2940,2108,1057,707,615,1087,1862,2923,2963,4030,2767,2290,1546,1073,1403,665,62,
应收账款(万元),29041,25822,23944,20768,22600,21226,19623,21226,20395,20568,19576,19187,19462,17884,16943,16103,15790,14751,14943,14006,13620,13085,12139,12096,11527,10631,10090,10013,9384,9526,8413,6877,5752,
预付款项(万元),8612,6344,6570,7678,4951,4670,4265,5194,4305,3789,2416,2898,2906,3412,2123,3645,3024,2702,2574,4465,2721,2704,1728,3135,2630,2972,2992,3319,2890,2915,2090,824,1696,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),67,87,18,45,57,85,46,47,63,72,446,404,331,216,357,95,1338,1220,1128,925,1381,1208,1084,835,835,388,497,--,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),1368,1352,1123,1084,1017,898,712,716,692,590,487,585,605,549,482,571,595,541,518,552,531,601,485,419,447,445,428,637,918,760,800,560,816,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),30974,30274,31482,29896,27672,26148,26291,22475,21287,20469,21233,21396,21330,20728,20904,21131,20685,19497,18965,17757,17329,16145,16284,14574,15843,18759,19242,18007,16891,15543,15332,12701,15454,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他流动资产(万元),7200,6800,8847,7022,12955,13500,14024,11600,12500,16800,16900,18027,16427,12127,6339,5107,1500,6300,3600,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
流动资产合计(万元),84936,75977,78751,76266,77614,72527,70939,67550,65575,68841,67136,67600,66500,65768,66681,66049,71795,67363,65965,64658,62073,66029,64612,64438,62595,69035,66339,67026,34810,32457,32538,28272,27252,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),500,500,500,512,512,512,512,512,1012,512,512,512,513,513,513,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
