报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),60874,50041,30697,35778,22363,18608,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),350,449,620,78,--,--,
应收账款(万元),3067,3696,7661,9199,4034,609,
预付款项(万元),1568,1585,1325,1536,773,758,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),948,961,1008,1313,21587,449,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),22871,20651,21205,17958,17167,21550,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),3213,3041,10070,456,1233,10254,
流动资产合计(万元),92891,80424,72586,66318,67158,52228,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,38859,38804,--,--,--,
累计折旧(万元),--,12219,11041,--,--,--,
固定资产净值(万元),--,26640,27762,--,--,--,
固定资产减值准备(万元),--,76,76,--,--,--,
固定资产(万元),26144,26564,27686,29548,30212,29221,
在建工程(万元),15128,13082,6606,2380,1422,1387,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),34211,34507,35040,35873,36703,36698,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),2890,3212,3996,1332,1782,471,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),5461,4924,4320,2260,1410,350,
其他非流动资产(万元),--,--,--,--,425,--,
非流动资产合计(万元),83835,82289,77648,71393,71953,68126,
资产总计(万元),176726,162713,150234,137711,139111,120354,
短期借款(万元),48115,46335,44154,44300,28900,23040,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),789,789,4671,2400,1017,750,
应付账款(万元),26971,24042,19495,21208,17711,20548,
预收账款(万元),12095,7841,6246,9318,10480,16856,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),3394,3629,3675,3271,4252,3260,
应交税费(万元),2924,3321,5328,6208,3582,2304,
应付利息(万元),126,63,60,67,52,43,
应付股利(万元),--,--,--,--,36000,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),5586,5326,5478,5223,6988,7190,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),99999,91345,89107,91996,108983,73992,
长期借款(万元),2854,1260,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),3180,2701,2911,2864,--,--,
长期递延收益(万元),2089,2459,2154,2163,3944,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),8123,6420,5065,5027,3944,0,
负债合计(万元),108123,97765,94172,97023,112927,73992,
实收资本(或股本)(万元),15000,15000,15000,15000,9000,9000,
资本公积(万元),13368,13368,13368,13368,14265,5106,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2893,2893,2893,1041,94,2586,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),37376,33700,24802,11291,2838,29683,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),68604,64948,56062,40688,26184,46362,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),68604,64948,56062,40688,26184,46362,
负债和所有者权益(或股东权益)总计(万元),176726,162713,150234,137711,139111,120354,		
  
