报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),59596,47141,50711,19211,20376,15900,14443,10177,6865,4951,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,11,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5039,3751,3527,2553,1937,3453,3374,3022,3707,2320,
应收账款(万元),36500,31350,31995,34088,25010,23912,24795,21845,13290,14074,
预付款项(万元),696,435,619,350,439,463,158,73,48,164,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),549,449,426,405,402,441,332,193,157,326,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),15475,11622,13425,11648,11541,8804,6298,5083,5920,5862,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),278,188,832,270,83,280,116,62,96,150,
流动资产合计(万元),118133,94937,101536,68525,59788,53252,49516,40456,30083,27856,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),400,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,2,2,2,2,118,163,19,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,18184,--,16262,14668,14059,12521,--,--,--,
累计折旧(万元),--,6472,--,5767,5548,5247,4695,--,--,--,
固定资产净值(万元),--,11712,--,10495,9120,8811,7825,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12153,11712,10849,10495,9120,8811,7825,6688,6285,5327,
在建工程(万元),8324,7664,7627,7555,7160,7108,6613,1734,103,31,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1777,1794,1812,1769,1776,1787,1809,1875,1911,1091,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),122,122,122,122,122,122,122,--,--,--,
长期待摊费用(万元),334,396,423,289,277,253,231,231,269,128,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),419,400,403,441,394,374,343,325,214,238,
其他非流动资产(万元),1369,790,398,573,355,438,309,47,51,74,
非流动资产合计(万元),24898,22878,21637,21247,19206,18896,17369,11063,8852,6890,
资产总计(万元),143032,117815,123172,89772,78994,72148,66885,51519,38935,34746,
短期借款(万元),--,--,0,100,100,100,--,1380,770,1990,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2655,3729,5050,2789,4572,1693,2631,792,496,601,
应付账款(万元),22394,18419,20803,23349,15064,14673,14156,11664,9095,9064,
预收账款(万元),44,31,31,41,123,60,33,79,60,105,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1599,1398,1948,1520,1150,1179,868,762,670,643,
应交税费(万元),838,713,293,603,864,668,1198,941,540,119,
应付利息(万元),--,--,--,--,--,11,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,33,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),269,255,385,379,77,229,363,95,78,38,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,1200,1200,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),27799,24546,29710,29981,21951,18613,19248,15746,11709,12559,
长期借款(万元),--,--,1145,1045,2545,2545,1238,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,8,56,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),22201,2228,2254,2280,2189,1246,1291,835,350,230,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),22201,2228,3399,3325,4734,3800,2585,835,350,230,
负债合计(万元),50000,26773,33109,33306,26685,22413,21833,16581,12059,12790,
