报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23523,27638,48427,20603,14915,14995,19643,10734,4374,9668,7705,7050,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),94,318,161,780,576,304,54,--,--,--,2,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1019,1019,933,895,522,462,664,729,656,563,647,179,
应收账款(万元),10478,11799,8175,9011,11314,8391,7163,7587,9150,7005,4442,3767,
预付款项(万元),3789,2948,4351,2943,3564,2201,1312,2082,2608,1223,1010,1072,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),24,28,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),273,229,255,319,371,377,332,328,308,279,336,250,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11003,9012,9457,8833,7523,7187,7894,9270,9671,8426,8271,6492,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),20134,21127,3043,2607,2712,2460,493,584,568,118,211,21,
流动资产合计(万元),70337,74119,74803,45992,41497,36377,37556,31313,27333,27282,22624,18831,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),100,100,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2749,2678,1501,1513,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,33553,--,32449,32826,32423,30515,--,25283,--,--,--,
累计折旧(万元),--,9902,--,9098,8626,8075,6988,--,5401,--,--,--,
固定资产净值(万元),--,23651,--,23351,24200,24349,23527,--,19882,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23233,23651,23650,23351,24200,24349,23527,20776,19882,10839,10555,7346,
在建工程(万元),1091,242,1175,597,1564,988,351,512,854,974,1724,757,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3270,3296,3320,3349,3282,3306,3354,3435,2754,2822,4018,2118,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1212,1106,105,110,65,68,61,75,67,135,227,310,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),359,399,309,324,411,381,343,331,272,174,107,64,
其他非流动资产(万元),6766,4879,1552,1629,977,612,678,774,1068,2879,705,1280,
非流动资产合计(万元),38779,36350,31612,30873,30498,29705,28314,25903,24897,17823,17337,11875,
资产总计(万元),109116,110469,106415,76866,71995,66082,65870,57216,52231,45105,39961,30706,
短期借款(万元),--,--,--,--,--,--,--,--,--,100,1200,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,19,--,79,79,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),5083,6555,7350,8717,7940,5588,6910,7078,7035,5676,7081,2916,
应付账款(万元),4995,4241,3265,6005,4668,4488,4518,4995,4833,3594,3708,4197,
预收账款(万元),828,847,606,759,157,690,472,261,303,356,524,476,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1214,978,766,1689,964,751,953,695,353,692,584,381,
应交税费(万元),652,762,219,689,1754,872,699,536,483,724,456,515,
应付利息(万元),3,3,5,5,6,6,8,5,1,3,2,7,
