报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27404,33473,41644,49906,10926,9351,20357,16172,7022,8366,8691,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4365,2941,1719,4201,4008,1967,475,400,--,--,--,
应收账款(万元),45103,32481,16737,25735,39026,31262,30106,23251,37026,25362,24712,
预付款项(万元),6258,2360,723,563,634,622,904,655,1561,3746,372,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),768,477,352,195,573,501,1070,718,215,619,1430,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10388,6643,5436,2784,5086,7600,6132,9472,5509,2796,2311,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,74,67,67,--,--,36,24,344,--,--,
流动资产合计(万元),94285,78448,66679,83451,60253,51304,59080,50692,51678,40889,37516,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),335,335,335,335,239,239,239,239,301,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,0,0,--,--,--,--,--,304,733,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,52747,--,47786,--,49507,49646,49655,39916,--,--,
累计折旧(万元),--,21296,--,19783,--,19536,17396,12852,7682,--,--,
固定资产净值(万元),--,31451,--,28003,--,29971,32250,36803,32234,--,--,
固定资产减值准备(万元),--,274,--,274,--,274,274,274,274,--,--,
固定资产(万元),32734,31176,26569,27729,28875,29697,31976,36528,31960,15837,12339,
在建工程(万元),1191,1191,1191,1189,914,757,688,52,1847,164,318,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
