报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),40531,29971,17427,19285,8859,12968,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),144,503,250,574,301,313,
应收账款(万元),44925,34671,26541,26680,16334,9883,
预付款项(万元),2548,3035,4103,2363,1881,2208,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,5,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),4421,3253,3069,1944,3817,1509,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),29502,23416,28527,24267,24242,23344,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),242,225,254,18,29,--,
流动资产合计(万元),122314,95073,80171,75131,55469,50224,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),500,500,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),1839,1816,1743,604,525,627,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,69619,63866,--,--,--,
累计折旧(万元),--,11054,8816,--,--,--,
固定资产净值(万元),--,58565,55050,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),60631,58565,55050,33138,16729,10923,
在建工程(万元),16447,12392,5148,6018,3194,1402,
工程物资(万元),5,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),4787,5119,4487,2366,1973,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),12397,10389,9964,7249,4341,1729,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),1039,1039,1039,562,443,443,
长期待摊费用(万元),3314,3042,2622,2217,2160,1093,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),6189,5916,5701,4967,3926,2556,
其他非流动资产(万元),10313,6116,5244,2570,3927,2048,
非流动资产合计(万元),117460,104894,91000,59692,37217,20821,
资产总计(万元),239775,199967,171171,134823,92686,71045,
短期借款(万元),38900,35720,23693,20785,17650,5750,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),127,1457,366,--,--,--,
应付账款(万元),61749,56912,49063,47594,35499,37346,
预收账款(万元),2725,2042,3887,4179,1573,981,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),3085,3023,3510,3483,3040,3239,
应交税费(万元),1487,1127,1004,1343,667,1849,
应付利息(万元),73,88,57,34,40,30,
应付股利(万元),--,--,--,280,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),4997,3300,2725,2267,4358,6969,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),7035,6090,5815,2700,762,--,
其他流动负债(万元),4481,3542,4989,4490,6226,4246,
流动负债合计(万元),124659,113302,95110,87156,69814,60409,
长期借款(万元),11700,10200,9000,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),6149,6070,5764,2316,1069,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),198,158,196,19,--,--,
长期递延收益(万元),2312,2329,1717,791,309,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),402,207,8,3,--,--,
非流动负债合计(万元),20761,18965,16686,3129,1378,0,
负债合计(万元),145419,132267,111796,90285,71192,60409,
实收资本(或股本)(万元),42000,36000,36000,30000,10000,6700,
资本公积(万元),19668,2651,2817,2752,1546,916,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1502,1502,1502,303,--,--,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),16039,13415,6993,5054,5520,1747,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),79208,53567,47312,38109,17066,9363,
少数股东权益(万元),15147,14133,12063,6429,4428,1273,
所有者权益(或股东权益)合计(万元),94356,67700,59375,44539,21494,10635,
负债和所有者权益(或股东权益)总计(万元),239775,199967,171171,134823,92686,71045,		
  
