报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),818571,1042903,1037607,990777,933619,817410,819275,731344,556111,452599,577330,479955,424065,568096,660152,451358,414263,458716,339055,209301,203535,184128,172334,403550,192691,115,50,258,471,981,1076,1310,2009,299,315,397,474,528,29,44,32,99,55,52,125,25,64,77,71,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),22874,53937,82742,85099,72753,73067,71033,70727,46461,31432,41335,59452,41641,82601,95249,88091,56747,91147,93603,89204,97633,112135,118527,89161,87034,75,110,38,50,84,109,105,107,58,22,10,0,0,13,22,5,15,20,32,42,--,19,3,51,
应收账款(万元),74227,78923,100001,96784,93645,138407,128789,143042,135067,135820,145553,156437,134378,153457,126950,166496,110797,171932,84015,64610,51287,67985,73709,46340,41116,1951,1599,1926,1894,2640,1626,2295,2166,2027,2079,2212,2036,5052,4960,5057,4899,4679,4678,4688,4683,4749,4803,4774,5050,
预付款项(万元),79993,195999,155348,175871,185187,218092,193018,216516,185436,201392,187629,222728,204328,233201,258705,296554,304458,365188,291117,271209,218610,234984,216580,202230,167834,41,130,213,203,300,323,195,213,237,217,136,110,255,269,242,222,339,347,347,363,311,285,289,325,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,54,170,127,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,--,--,0,0,0,
其他应收款(万元),--,67409,44721,53137,53150,64000,53949,55621,64039,69570,71392,55580,52172,58671,53704,57467,51739,40213,82656,66562,57204,72865,59805,68511,55459,767,730,841,819,219,750,1057,522,600,520,588,566,1309,1557,1400,1368,1282,1225,1312,1360,12545,12561,12978,12916,
