报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),135400,132545,340248,92064,130059,203448,357612,480224,445046,465874,450400,531321,490742,446050,455156,430611,446986,485335,541739,392642,427218,488310,520902,641602,459433,285382,225137,233220,166299,191712,249563,221047,336341,220517,227794,291009,238650,198681,227235,206892,229472,214781,213088,176208,188718,226147,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
交易性金融资产(万元),--,2047,--,--,--,--,--,85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
应收票据(万元),26581,23740,16079,18684,26040,24560,17841,17524,23594,18341,25375,23263,22295,24792,39398,23456,27289,23990,16698,17358,14744,11344,19136,12727,26948,13298,21996,5302,7114,4771,6064,2573,8219,3008,4762,4203,5011,317,9102,6885,8008,10081,6208,7799,10128,6049,
应收账款(万元),113245,111193,134708,142655,118142,106887,149493,140660,207095,222403,153735,135540,96397,122543,154906,146674,109054,113323,122536,128139,117139,108440,97066,111419,111878,101374,72411,67903,77278,70904,72332,70057,61861,60827,67375,90305,61779,77100,109408,87297,93397,69006,94910,95274,61231,19567,
预付款项(万元),42656,30481,47604,16531,22964,14791,14119,18737,20758,8314,37236,17770,13753,7662,16616,12229,17983,34648,21841,35235,77106,24275,40418,32192,28711,20783,68761,29649,16847,12240,21917,24792,17177,6442,11810,6374,8179,3284,27364,25489,20359,25625,17151,7990,6122,5735,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,--,0,0,--,0,
