报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),86931,87772,119996,48810,39634,45755,36283,33951,26264,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,50,--,--,--,
应收账款(万元),8526,8483,7805,7668,7328,6791,5674,4982,3802,
预付款项(万元),1098,1432,639,941,1336,1592,1306,1033,1201,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),338,202,--,--,41,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),236,226,4574,128,80,92,54,1369,11,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),23174,24610,24501,23841,23047,20213,19983,18635,13435,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),39970,33194,569,4532,5855,532,248,740,352,
流动资产合计(万元),160273,155919,158084,85920,77321,75026,63548,60710,45065,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),9829,9879,9962,9983,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,15969,--,15701,--,14520,13993,--,12734,
累计折旧(万元),--,8821,--,8118,--,6820,5507,--,3225,
固定资产净值(万元),--,7148,--,7583,--,7699,8486,--,9509,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),7020,7148,7353,7583,7441,7699,8486,9242,9509,
在建工程(万元),394,222,222,170,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
