报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),39078,39172,47486,62676,27296,33473,20445,24396,20760,26995,25389,21208,22766,21608,20215,19973,19235,23670,19229,21243,23093,25003,25055,30416,33915,34996,37731,43881,46731,49194,44644,48413,51478,10316,5679,6016,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
应收票据(万元),3474,395,1475,1232,531,1025,1337,1560,1995,2367,2128,2747,3230,2828,2222,1881,2782,2672,2400,2755,2927,1545,1321,1073,981,1614,1196,631,1257,281,261,190,142,100,22,100,
应收账款(万元),63801,63968,56040,53222,49884,49136,45100,124049,115818,106093,34336,27181,26520,29024,30160,26940,27967,27616,28754,19883,21641,23342,22036,21653,17702,20063,21540,16883,16826,18930,9545,7474,5768,4998,3787,2686,
预付款项(万元),1628,851,8300,3019,3609,1067,1649,5338,8429,5782,1698,1059,946,728,2391,1792,3747,1756,2684,2701,2125,1579,1282,4365,3201,3228,2478,793,234,586,708,516,795,343,222,644,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
