报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),277689,170576,229054,96779,175303,148409,71551,68869,103103,53291,136793,119190,125230,108732,111209,93423,82739,71846,116301,107650,141116,138193,97534,139521,200159,260965,261765,182474,188083,208203,189297,66308,57304,64323,55250,44345,45912,36105,28366,22296,26047,27366,22953,16637,12261,15471,8271,10437,9768,12632,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
交易性金融资产(万元),292409,62,77,106,4,10,20,10,36,43,38,318,25,32,0,41,25,30,9,3,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,40,0,0,--,0,0,0,0,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收票据(万元),180190,134743,135750,189881,181350,72061,85881,118268,145751,53439,75136,127058,137660,53944,71864,77302,80473,50589,48751,33994,36112,15441,22917,21062,23680,15645,15001,62543,69746,49054,42967,39156,40957,9603,13057,13603,17434,7256,11428,7789,10274,11037,8389,14381,18439,12185,4530,4150,2793,5845,
应收账款(万元),4010,2975,2334,1949,2598,2247,2052,1470,1717,1229,1077,593,499,495,383,577,512,434,655,586,509,637,926,1498,4308,789,1605,2725,3882,3769,4040,4143,5012,1282,2711,3078,6732,2227,2896,4148,7071,3801,5983,6395,6137,3365,6703,5538,6848,3549,
预付款项(万元),10293,18256,9151,8221,7636,4173,9710,7682,5750,7478,7334,5589,4923,8037,8210,5914,4227,3571,6676,9161,9965,9022,7887,7818,11002,8531,21476,20604,28204,23326,3839,558,516,183,2052,664,239,236,669,490,701,851,1131,960,51,1092,3395,1251,2237,916,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收利息(万元),2768,2492,--,1940,1664,1388,1112,836,557,284,--,--,--,0,792,237,190,427,1443,1216,1423,--,1073,2004,1505,725,84,859,--,445,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
其他应收款(万元),--,1842,3669,1288,1868,1539,952,1467,1655,1077,1752,2260,1165,862,953,1037,1300,797,1096,734,862,630,2514,4767,2889,2156,2185,2055,1145,788,5576,9774,6519,7789,2582,1252,1093,2150,1366,335,1436,1316,7265,6786,3910,1643,4334,2864,2704,2326,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,351,--,14699,8009,21041,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
存货(万元),235205,240731,220420,214059,219137,206413,181094,184627,182377,178643,163131,167910,140291,139671,125231,124786,124435,122718,114771,114853,111711,107503,94739,87990,81523,78240,60111,53606,55782,57816,56204,48186,44496,45288,42426,38694,37125,36623,37228,36249,42201,47144,49893,46791,48504,49281,54270,58048,58457,57636,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
一年内到期的非流动资产(万元),30000,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
其他流动资产(万元),6695,301248,263802,216704,176509,177231,230154,160544,191437,175028,142042,87048,177064,150097,147000,145000,155003,150155,100000,102000,80000,90000,120000,80000,80000,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
流动资产合计(万元),1042069,902925,864257,730927,766068,613471,582527,543775,632383,470512,527304,509965,586857,461871,465642,448317,448904,400569,390053,370197,396398,369435,368630,344659,405065,367051,362226,324867,346842,343402,301923,168126,154804,128468,118076,101636,108535,84636,81953,71307,87731,91515,95616,91950,89300,83038,81503,82287,82807,82904,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
可供出售金融资产(万元),0,20639,20667,26720,37358,51709,52850,49896,38864,40403,37369,31813,28392,31388,19464,25736,21637,8833,4224,2805,2645,2408,2596,2146,2520,2799,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
长期股权投资(万元),490,490,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,30,30,0,0,--,0,0,0,0,--,0,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
投资性房地产(万元),495,503,509,506,446,534,540,816,827,840,862,943,957,972,685,3058,3130,3207,3295,3360,3444,3519,2935,3006,3076,3145,3158,3215,3224,3256,4141,4271,4401,4530,3269,3176,3069,3127,2821,2886,2894,3007,1054,1069,1084,1098,858,872,887,1172,
固定资产原值(万元),--,314196,--,302645,--,306320,--,297310,--,297752,--,297006,--,254873,--,248332,--,241882,--,221767,--,186310,--,142071,--,131697,--,90933,--,85971,--,81536,--,79797,--,79328,--,79153,0,85176,--,84094,0,87209,--,86085,0,82694,--,80184,
累计折旧(万元),--,137296,--,130450,--,125460,--,118127,--,110578,--,102293,--,85143,--,75358,--,68800,--,62644,--,58982,--,56401,--,52639,--,50619,--,48998,--,47429,--,45094,--,45158,--,43251,0,44656,--,43650,0,44047,--,41476,0,40062,--,37433,
固定资产净值(万元),--,176900,--,172195,--,180860,--,179182,--,187174,--,194713,--,169730,--,172974,--,173082,--,159123,--,127327,--,85670,--,79058,--,40314,--,36973,--,34107,--,34703,--,34169,--,35902,0,40520,--,40444,0,43162,--,44608,0,42631,--,42751,
固定资产减值准备(万元),--,501,--,491,--,1635,--,604,--,605,--,536,--,627,--,669,--,669,--,679,--,679,--,684,--,684,--,695,--,695,--,695,--,695,--,177,--,177,0,3,--,3,0,0,--,--,0,0,--,--,
固定资产(万元),--,176399,170863,171704,176240,179225,179408,178578,183159,186569,190464,194177,170015,169103,173540,172305,169952,172413,168756,158444,126207,126648,91494,84986,76868,78374,53207,39619,35301,36278,33787,33412,34314,34007,33513,33993,34979,35725,39534,40517,39732,40441,42722,43162,44179,44608,45085,42631,42152,42751,
在建工程(万元),--,9332,10184,7608,5517,5450,5821,7747,6835,7177,4550,2332,2054,6256,3645,3916,7044,6164,9666,11605,42519,37734,50779,42851,42113,42367,26400,22772,18342,13302,9827,1076,810,904,1086,397,106,328,444,481,7722,7522,1178,4357,3062,3723,3892,5809,5355,3825,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,361,--,--,--,--,--,--,--,364,--,--,--,--,--,--,4,4,4,4,12,12,63,129,141,176,154,147,315,180,143,118,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,--,--,--,
无形资产(万元),73916,74208,74476,74736,68773,69138,69244,69486,70157,70068,70445,70819,29624,29837,29969,30191,30420,30649,30869,31105,31304,31522,29109,31937,32142,32072,32317,32547,24700,24859,24893,20092,19668,15445,7274,7345,8274,8188,9262,9317,8896,8941,9008,5372,5419,5450,5497,5512,5559,5589,
