报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),21058,20592,21279,17549,20830,17103,18609,9661,10792,11968,13742,11897,11649,14356,9486,6424,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,58,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13120,18542,11296,7718,7120,6845,6471,4974,4201,5486,4409,3014,3807,4790,6483,9073,
应收账款(万元),28096,33580,36627,34872,29947,37779,30152,21478,19795,21569,20416,18299,15008,14503,11874,6151,
预付款项(万元),482,302,1,--,206,208,147,272,461,253,164,99,80,46,114,22,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),198,223,202,151,129,86,116,215,169,112,75,111,71,104,180,11,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3617,4787,3693,2259,2443,2681,2189,1184,1315,982,1260,995,1722,1275,666,464,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),31918,25732,33851,38918,34096,33131,32513,21402,18627,13175,13237,11915,11112,8526,9727,8957,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),328,305,592,627,261,447,149,8273,7487,10636,82,114,55,8,74,--,
流动资产合计(万元),98817,104065,107541,102094,95089,98280,90346,67459,62849,64181,53384,46444,43503,43608,38604,31102,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),15094,3872,3694,3599,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,862,--,806,--,752,--,697,--,552,603,548,512,497,467,--,
累计折旧(万元),--,539,--,483,--,431,--,381,--,384,411,383,337,276,263,--,
固定资产净值(万元),--,322,--,323,--,321,--,316,--,168,192,164,175,220,204,--,
固定资产减值准备(万元),--,3,--,3,--,3,--,4,--,4,6,6,6,7,8,--,
固定资产(万元),284,320,339,320,304,318,322,312,210,164,186,159,169,213,195,96,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),118,128,149,95,101,97,98,114,118,134,149,165,196,229,23,23,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),482,483,517,550,580,613,415,441,6,7,13,18,28,47,8,13,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),115,117,74,141,151,152,49,49,41,45,37,45,103,81,70,83,
