报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),87422,107767,132912,199920,209207,219363,277824,157399,98265,104919,118297,218173,91120,80079,33185,58919,16318,9760,11739,9924,10425,10154,11227,5121,9503,8595,6298,5546,5461,5452,6429,4155,3772,4019,4821,4375,5109,4418,3225,2705,1485,1306,2365,2097,1436,1443,3628,2569,3564,3442,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
交易性金融资产(万元),--,318,334,316,--,329,512,274,--,--,1445,3508,--,57,--,--,--,--,--,--,--,--,--,1500,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收票据(万元),3677,49,349,946,1173,2397,4066,4575,3155,2764,2067,2190,1856,4462,500,558,533,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收账款(万元),62996,62262,126071,123073,113915,81017,85008,74312,79867,55822,36584,43191,23707,17364,28659,29798,22622,293,155,18,18,370,248,18,18,377,940,180,149,496,405,59,59,375,441,47,54,704,634,152,118,355,1139,210,202,267,649,228,319,298,
预付款项(万元),82863,86608,98513,101834,155851,132122,121669,113655,76193,78405,117578,35378,53447,48946,41282,20452,19561,300,354,786,377,439,561,635,625,581,633,734,714,640,766,786,777,729,734,825,771,750,892,177,114,192,1058,1065,997,1036,2206,2201,922,944,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收利息(万元),265,265,127,127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,--,
其他应收款(万元),--,101387,--,10045,11525,10553,13214,11472,8073,6654,15751,7967,17089,9599,6298,5553,8673,1277,1455,1319,1221,1318,1419,1239,1205,1315,1878,1802,1671,1886,2241,1885,1954,2114,4111,3743,3750,3800,4130,3585,3665,3798,4020,4090,4478,4605,4243,4045,4075,4313,
