报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11477,16345,11504,10085,8551,9263,7996,11952,35969,32548,14142,13123,12716,11357,6777,5699,9273,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),100,116,190,76,100,40,180,20,10,180,--,--,71,139,40,--,--,
应收账款(万元),10406,7933,9845,8670,11742,9015,8390,9649,11219,10059,7462,10571,10839,9020,7257,6718,6479,
预付款项(万元),670,539,1035,1061,1213,1154,1012,1214,947,992,1305,1334,1090,1095,1080,981,822,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,59,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),562,455,429,280,286,283,336,909,463,362,276,58,76,155,111,143,6,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13175,14087,13013,13608,12149,14085,10745,10375,10601,11344,10638,11826,12927,12717,12106,9841,10256,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),2,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),15061,15726,18505,18034,18120,21629,24247,20222,250,3286,--,--,--,--,--,--,--,
