报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),80740,66763,59461,55327,21168,56097,15702,45402,12847,33464,23347,45635,105526,17954,8487,6358,13411,17050,10012,7233,11712,10605,6715,7140,12739,22066,15203,25725,24267,41592,29867,58657,7282,16542,9516,2555,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,264,633,529,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),15207,16924,16370,20923,21340,18573,18179,34185,44719,41587,46857,36404,17757,18833,16889,15252,13097,25357,18693,19211,13177,21630,20321,20607,19087,25002,22042,20576,6098,13847,8405,7219,2389,4374,3330,5896,
应收账款(万元),126261,133577,124087,97590,111215,107108,96834,80234,70355,65561,59779,55135,47542,39879,50487,55812,43229,31831,36411,41485,38020,29378,35960,37388,29224,19300,34024,31086,31492,19533,33438,29582,23357,11753,7859,8734,
预付款项(万元),3844,3120,4887,5666,5361,3283,6147,5273,6218,2282,2700,4210,10086,2298,10308,8674,8362,1825,4909,4693,2500,2049,16350,8575,11523,1876,7491,19524,15418,967,11794,3514,4490,418,1130,3105,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),9916,4515,3637,1031,1421,647,--,--,74,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),1047,865,1020,1154,1324,876,1060,892,6157,5725,1393,1122,1377,980,1113,1065,1356,1281,581,501,463,367,446,460,414,421,591,482,656,418,461,334,481,318,435,599,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
