报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),47153,119293,26520,42606,28968,29613,11353,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),8158,1786,4950,6134,2701,5999,3517,
应收账款(万元),13210,11590,11501,14136,10123,5350,4336,
预付款项(万元),4377,3535,3239,2270,3607,1515,1324,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1075,865,1372,868,457,1666,1874,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),21401,23599,18539,15804,8312,7083,7943,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),72808,1785,585,72,1207,--,--,
流动资产合计(万元),168183,162454,66705,81891,55374,51227,30346,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,54275,46550,47621,45512,--,--,
累计折旧(万元),--,12417,11407,10650,6874,--,--,
固定资产净值(万元),--,41858,35143,36972,38638,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),43918,41858,35143,36972,38638,21436,19971,
在建工程(万元),18145,15314,11377,8253,54,3313,892,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),7299,7389,7260,7344,6532,4288,3501,
