报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),11567,15150,20575,11417,11488,15825,13817,21468,24035,21796,14469,9401,8964,13431,12799,8844,10737,10847,16741,26072,27377,30006,26201,26924,26092,39510,43074,6347,8051,9572,625,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3792,3770,2163,3080,2783,4814,3372,2236,3181,5066,3100,2338,3524,4401,2252,1036,1545,2611,916,1630,4476,5731,3066,2445,714,1780,339,175,126,--,5,
应收账款(万元),26093,23723,23353,19978,17533,16302,16742,16141,12096,12446,10855,11420,8333,7640,7789,7868,7652,7086,7421,7312,8151,7487,8401,8343,3590,2861,2351,1323,437,521,785,
预付款项(万元),1409,1169,1873,2398,1897,1439,2188,1988,737,548,588,467,454,688,354,396,132,256,319,275,246,93,2612,2291,386,3178,265,380,244,297,266,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4776,3347,3916,12358,11914,4812,4938,4540,872,991,933,896,937,1792,1783,1972,1810,3023,403,1408,488,287,488,558,163,222,262,187,147,982,7152,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9197,12838,15095,11885,9570,9687,9301,9620,7890,8061,7047,6914,6245,6640,6631,6697,6823,6377,4483,4602,4309,5108,6204,5933,4556,5883,5827,5839,4887,4565,3484,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),293,283,398,570,349,517,394,366,86,193,122,117,1973,2412,--,2500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),57127,60279,67373,64627,55533,53397,50752,56359,48897,49101,37113,31553,30431,37004,31608,29314,28699,30239,30284,41300,45047,48713,46971,46494,35500,53434,52117,14251,13893,15938,12317,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),8235,8265,8548,6344,6365,6398,3799,3830,6366,2893,3434,2957,3000,--,3120,3120,3120,3120,20720,--,--,--,--,--,16500,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8730,8441,7537,7584,7631,7678,7725,7772,7819,7866,7913,7960,8007,8054,2333,2347,2362,2376,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,38280,--,40690,--,41736,--,40890,--,39176,--,38273,--,38827,--,42736,--,47805,--,15616,--,15522,--,17785,--,14854,--,--,12321,10117,--,
累计折旧(万元),--,14847,--,15341,--,14472,--,13148,--,11589,--,10969,--,9717,--,9236,--,8153,--,5851,--,5280,--,6965,--,5107,--,--,4167,3241,--,
固定资产净值(万元),--,23433,--,25348,--,27264,--,27741,--,27587,--,27304,--,29111,--,33500,--,39652,--,9764,--,10242,--,10820,--,9747,--,--,8154,6876,--,
固定资产减值准备(万元),--,--,--,61,--,61,--,61,--,61,--,412,--,412,--,412,--,412,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23388,23433,25159,25287,26640,27203,27087,27680,27066,27525,26892,26892,28162,28699,33754,33088,39204,39240,9510,9764,9978,10242,10562,10820,9467,9747,8827,7928,8154,6876,7351,
在建工程(万元),16046,16307,13896,11763,10117,8180,7453,7257,7141,7254,7213,7123,7943,7705,8337,8462,7069,7246,7585,5718,5173,3363,3454,1637,3339,3252,3821,4199,1902,19,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10692,11170,11614,12034,12490,12959,13405,13879,9228,8119,8331,8743,7768,8116,8697,8991,9290,9565,7153,5778,6007,8295,9836,10115,5938,2877,2947,3045,3243,2377,2624,
开发支出(万元),1721,1714,1633,1598,1597,1581,1119,1119,1119,1119,1069,1069,892,891,827,770,736,731,1163,1093,1048,1030,1003,966,888,888,886,868,862,692,64,
商誉(万元),20586,20586,21698,21698,21698,21698,23805,23805,22583,22583,23551,23551,23551,23551,16068,16068,16068,16068,10851,10851,10851,10851,9351,9351,--,--,--,--,--,--,--,
长期待摊费用(万元),331,176,277,320,379,338,352,363,364,305,346,350,285,321,233,101,11,14,17,20,23,27,30,34,3,6,8,11,16,26,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),873,1060,1082,1011,791,840,651,656,761,787,629,720,563,721,364,335,343,438,130,132,188,196,132,131,58,53,42,32,14,22,59,
其他非流动资产(万元),195,428,61,456,43,48,39,33,10,352,283,353,131,131,--,--,--,--,--,1578,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),90798,91581,91503,88093,90689,89862,88374,89333,85397,81742,82601,82657,83243,81129,73733,73282,78203,78798,57128,34934,33269,34003,34368,33054,36193,16823,16533,16083,14190,10013,10098,
资产总计(万元),147924,151859,158876,152719,146222,143259,139126,145692,134294,130843,119714,114209,113674,118134,105342,102596,106902,109037,87412,76233,78316,82716,81339,79548,71694,70256,68649,30334,28084,25951,22415,
短期借款(万元),10500,13500,17500,14500,15500,10800,8500,13300,13200,3200,8200,13200,5000,5000,--,--,3300,5300,2000,--,3000,7750,7750,7750,7000,4000,4000,4000,4000,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,578,--,--,--,--,--,--,--,207,200,--,--,--,--,--,--,--,--,--,--,--,--,--,440,440,--,--,--,--,--,
应付账款(万元),5253,7963,9707,7801,5039,5240,5686,5934,4110,4826,5031,5188,3735,4366,3671,3376,3406,3711,3181,2679,2027,2353,2788,3271,2269,4297,3547,3836,3712,3415,2835,
预收账款(万元),1556,991,850,1092,1189,1284,1377,1842,1396,1344,876,1054,1085,1432,763,696,1209,682,822,699,663,603,1605,442,688,621,1026,886,1244,1003,1965,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),668,1243,857,756,599,1265,1008,744,1715,2584,1944,1873,777,2131,3037,2725,2384,3149,729,672,469,710,449,305,199,209,330,193,350,302,212,
应交税费(万元),1278,2557,2256,2172,1779,2383,1988,2052,1403,2040,1707,1882,1283,3498,1402,1148,1518,1540,1211,955,979,1286,961,703,817,758,472,962,595,2366,1665,
应付利息(万元),27,152,64,92,65,38,34,37,26,26,11,33,21,13,19,19,25,27,11,--,8,15,15,15,15,8,8,13,12,16,12,
应付股利(万元),--,--,--,439,--,400,--,868,--,--,--,--,--,--,--,68,68,68,100,1338,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),15069,13141,12054,10066,6794,7484,5971,6123,5213,10036,10332,12189,5087,5791,5084,4721,4856,4805,2449,2341,3276,2709,3022,3001,1598,1805,1464,1118,1212,1089,1056,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
