报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),37029,51374,42901,27805,29376,33818,53246,19129,22979,24991,18218,14006,14119,14887,10303,11418,15985,14134,22281,24504,32949,36727,32352,43333,57119,76662,7212,9732,9791,4829,4805,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),12298,12298,979,407,1785,1785,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),18453,23286,19571,24763,21115,22103,19529,13916,12418,13891,19920,16990,11727,10006,8387,6213,6453,7095,8535,4766,4087,5355,4420,3260,4038,1787,1026,832,934,732,608,
应收账款(万元),59081,52553,49594,44163,43387,25079,33420,27191,24100,11052,22020,16346,18211,10136,17025,15963,15788,8932,13922,11165,11722,7681,13531,13636,12285,5990,10397,8457,4317,4657,4014,
预付款项(万元),15840,10518,34355,12260,32012,16056,44377,18635,18866,8149,28751,12190,11285,4078,12366,7721,11851,11851,6603,4837,5127,4079,9562,4839,5001,3218,6419,1798,1308,3107,590,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,--,295,195,178,17,727,329,275,110,--,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
其他应收款(万元),18344,12372,4744,2879,5110,4000,4346,4736,2887,3627,4157,4179,4404,3949,3780,3711,3678,3723,3551,3535,4102,3403,961,647,399,525,206,187,243,182,285,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
存货(万元),119136,98996,94952,112865,133031,104528,73708,63715,39112,33156,26625,39797,48953,46074,48274,51461,50540,35568,28132,26650,30712,33198,32693,29373,37587,24384,28258,28059,19611,13209,9055,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
其他流动资产(万元),4784,10317,3203,16577,18982,15677,5988,4457,2378,2454,1587,2772,4357,4961,3937,3991,3367,2236,359,421,971,1948,--,--,--,--,--,--,0,--,0,
流动资产合计(万元),284964,271716,250299,241719,284799,223046,234615,151777,122740,97320,121278,106279,113055,94091,104073,100479,107718,83539,83678,76072,89848,92407,94246,95416,116703,112675,53518,49065,36203,26715,19357,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
可供出售金融资产(万元),--,1100,1100,1100,1100,1100,1100,1100,--,1100,1100,1100,1100,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
持有至到期投资(万元),1100,--,--,--,--,--,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
长期应收款(万元),7539,7539,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
长期股权投资(万元),21056,20821,16370,15445,8756,1500,--,--,--,--,--,--,--,--,1100,1100,1100,1100,1100,1100,1000,1000,1000,1000,1000,100,100,100,0,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
