报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),67416,79768,61951,61158,72760,82033,58519,59472,62864,71722,42086,39197,42868,45672,29726,30654,28396,44256,28018,34077,31032,46320,26823,28287,29673,52234,32518,34033,29955,53095,31417,31196,37623,21782,9576,12751,11714,16656,21050,24326,2460,7233,7570,6291,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收票据(万元),10576,10001,12847,12667,12127,9848,1831,2692,3262,3016,2981,2970,2455,1896,1665,1519,4482,4410,3319,4317,369,2686,1358,106,1769,6816,610,678,565,752,1952,137,226,1337,812,1026,1869,4206,500,215,381,246,0,4900,
应收账款(万元),27572,34195,23701,25641,22142,19693,18428,20638,19243,24459,28265,26587,21465,32495,23047,26368,17212,23280,20449,19211,16372,14946,15547,14656,15038,12997,15252,14840,13746,13113,19020,16837,11252,11643,10155,11613,12161,9972,8579,9007,9040,6165,5059,3764,
预付款项(万元),5046,1596,1543,1262,1414,1303,2309,2279,1943,987,1577,1518,1273,484,1610,1740,2920,907,2525,3104,2809,2757,2752,3774,4129,2619,3196,5235,6183,5232,10355,5105,7302,5494,11145,3499,3480,2555,8292,6856,4604,1740,1552,871,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
