报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),20056,41551,36403,62881,30971,24101,31961,21714,33671,17175,14601,18550,18998,7733,11299,8374,10478,12841,15186,4593,3624,3347,4684,5269,849,1673,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),19440,17046,19898,22732,18535,13530,8392,9624,10935,9289,8336,10037,8013,7375,5097,7174,6953,6039,4188,4143,3884,3734,1661,2140,124,526,
应收账款(万元),58935,56019,48474,45500,48602,42411,36909,36298,33950,35946,34207,33286,32644,25424,23626,21231,20080,20105,18943,15840,15848,15300,13668,9637,7327,4628,
预付款项(万元),1715,1274,1089,809,1264,1632,1610,603,239,313,398,239,5184,186,214,120,397,394,615,292,224,205,97,380,546,348,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,1241,1111,1003,896,788,681,573,466,358,143,143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2288,2021,2416,1979,1153,1257,1258,1017,1080,1015,846,719,1019,322,253,263,229,389,214,291,321,250,153,87,231,2640,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),30062,30932,27617,21684,16028,14812,14558,12382,11635,12317,11884,11307,12487,7292,7712,7231,7974,7323,7579,7537,6393,5058,4595,5292,5959,3948,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),63870,50761,69795,50936,85431,89657,89686,93616,75133,213,3198,324,5998,12919,15197,15833,11498,10203,11207,204,210,207,167,--,--,--,
流动资产合计(万元),196366,200846,206802,207525,202880,188189,185055,175828,167109,76625,73614,74606,84342,61251,63398,60226,57609,57295,57932,32898,30504,28101,25025,22804,15035,13783,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),23400,23400,23400,23400,23400,23400,23400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2099,2050,1982,1952,1904,1832,1799,1857,1802,1784,1686,1781,1743,1764,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,112184,--,78016,--,61738,--,58107,--,45523,--,38327,--,32915,--,28556,--,25223,--,22160,15619,14565,13464,--,--,--,
累计折旧(万元),--,28035,--,22127,--,18751,--,16120,--,13654,--,11748,--,9948,--,8269,--,6726,--,5396,4834,4328,3351,--,--,--,
固定资产净值(万元),--,84149,--,55889,--,42987,--,41987,--,31869,--,26579,--,22967,--,20287,--,18496,--,16765,10786,10237,10112,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),84551,84149,67543,55889,49945,42987,42609,41987,33020,31869,31018,26579,22487,22967,22075,20287,18596,18496,17348,16765,10786,10237,10112,6908,6179,2661,
在建工程(万元),26767,15880,20722,21795,19576,20694,15849,12984,23439,18051,15332,14962,7344,8047,5545,5908,6863,4448,4460,2556,7174,6278,3642,1701,645,1,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7749,7799,6266,4973,4644,4193,4218,4243,5087,4864,3355,3333,1587,1617,1621,1652,1667,1662,1671,1689,1701,1688,1683,1696,1740,11,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),10559,10559,10485,10290,10484,10484,10290,10290,10290,10290,10290,10290,9099,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3297,3292,2865,2193,1718,1380,866,875,936,1042,821,854,770,721,755,802,619,475,403,317,78,54,81,115,227,192,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),955,950,1038,897,1022,923,889,820,821,747,723,646,250,332,210,210,190,192,158,151,143,135,118,76,60,64,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),159376,148078,134302,121389,112693,105892,99919,73055,75394,68645,63225,58445,43280,35448,30206,28859,27934,25274,24039,21478,19882,18391,15637,10496,8851,2930,
资产总计(万元),355742,348924,341104,328913,315572,294081,284975,248883,242503,145270,136839,133051,127622,96699,93604,89085,85543,82569,81971,54377,50386,46492,40662,33300,23886,16713,
短期借款(万元),36701,38665,38708,33500,33500,33500,33500,5000,--,--,1299,1299,424,599,--,--,--,--,--,--,--,--,200,2185,1700,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
