报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),23205,38120,69514,119914,41209,34232,21405,49862,41108,33737,44429,138009,11539,18540,26684,46712,15772,18848,19898,43865,20968,19802,26347,43863,39464,41165,53368,69200,6164,8207,9127,5190,7172,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),265,610,1609,2747,1313,651,808,1354,4535,5122,5241,4579,1190,1647,699,374,144,1198,1014,2557,807,664,382,983,593,402,1464,669,1158,275,1577,341,327,
应收账款(万元),108348,119623,112075,110221,84110,75932,73767,66115,67448,63843,61327,59681,64298,71842,59454,60156,47430,40433,37307,35741,30570,27792,30864,30524,28568,25918,19306,16941,16110,13963,11989,7840,6696,
预付款项(万元),23315,25066,24390,19459,22359,22771,23042,24387,24100,27979,24022,19334,26989,21608,18312,17921,18589,16523,11880,12838,8194,9122,10851,9545,14855,12799,5968,2896,3889,763,1365,1640,64,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5986,4438,4599,4720,4940,3959,3865,3925,5267,3234,3440,3021,2893,2791,2724,2685,4091,3368,3322,3108,2771,3327,1794,1475,1761,1262,839,695,937,787,590,639,430,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),165021,126684,94161,89578,78276,66141,59365,50661,56923,47473,45797,40412,34367,26413,25579,23286,26240,23675,24968,27108,28903,20705,21439,15433,17960,14850,14803,10848,8100,9188,6893,9733,13262,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,14,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),32711,38439,38828,618,40462,48315,80447,58544,35156,42934,65386,657,10214,14479,5288,9619,--,468,--,--,816,674,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),358851,352981,345176,347258,272669,252001,262699,254849,234535,224322,249643,265691,151491,157321,138740,160768,112266,104514,98388,125221,93029,82084,91677,101823,103200,96395,95748,101248,36358,33183,31542,25382,27952,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),13930,21044,29595,28554,35889,25332,25232,20218,21673,21673,21793,11448,10160,7160,6160,4813,4813,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),9751,8409,663,639,715,737,764,831,861,--,--,--,--,--,9191,9299,9126,13786,11618,11654,9848,6789,6568,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
